code,nr,gebied,gebiednaam,provincie,WOZ,stedelijkheid,OAD,ligging,abw_totaal,abw_vrijst,abw_tweekap,abw_rijwoni,abw_meergez_laagb,abw_meergez_hoogb,abw_koop,abw_soc_huur,abw_part_huur,abw_1_pers,abw_2_pers,abw_3_pers,aapbw_totaal,aapbw_koop_vrijst,aapbw_koop_tweekap,aapbw_koop_rijwoni,aapbw_koop_meergez_laagb,aapbw_koop_meergez_hoogb,aapbw_soc_huur_vrijst,aapbw_soc_huur_tweekap,aapbw_soc_huur_rijwoni,aapbw_soc_huur_meergez_laagb,aapbw_soc_huur_meergez_hoogb,aapbw_part_huur_vrijst,aapbw_part_huur_tweekap,aapbw_part_huur_rijwoni,aapbw_part_meergez_laagb,aapbw_part_meergez_hoogb
WK079413,2194,wijk,Helmond|Wijk 13 't Hout,,225,2,1514,,4700,0.109,0.086,0.703,0.102,0.000,0.644,0.270,0.086,0.272,0.368,0.360,1.3,1.8,1.6,1.5,0.8,0.8,,1.3,0.9,0.6,0.6,1.7,0.9,1.3,0.2,0.2
WK079414,2195,wijk,Helmond|Wijk 14 Brouwhuis,,198,3,1289,,3900,0.059,0.059,0.770,0.111,0.000,0.627,0.332,0.041,0.292,0.335,0.373,1.3,1.9,1.6,1.5,1.1,1.1,,,0.8,0.4,0.4,1.4,,1.3,0.7,0.7
WK079415,2196,wijk,Helmond|Wijk 15 Helmond-West,,163,2,1898,,2100,0.031,0.034,0.603,0.197,0.135,0.353,0.594,0.053,0.401,0.308,0.291,1.0,1.7,1.4,1.5,0.9,1.0,,,0.9,0.5,0.6,,,0.8,0.5,0.3
WK079416,2197,wijk,Helmond|Wijk 16 Warande,,402,3,1211,,1300,0.284,0.192,0.388,0.136,0.000,0.835,0.000,0.165,0.236,0.428,0.336,1.6,1.9,1.6,1.5,1.1,1.1,,,,,0.0,1.5,,1.2,1.1,1.1
WK079417,2198,wijk,Helmond|Wijk 17 Stiphout,,358,4,639,,2300,0.364,0.143,0.436,0.057,0.000,0.819,0.113,0.068,0.224,0.452,0.324,1.5,1.8,1.6,1.6,0.9,0.9,,1.0,0.9,0.7,0.7,1.4,0.8,1.1,0.7,0.7
WK079418,2199,wijk,Helmond|Wijk 18 Rijpelberg,,173,3,1466,,3500,0.023,0.023,0.822,0.131,0.000,0.690,0.268,0.042,0.285,0.351,0.364,1.3,1.7,1.6,1.5,1.1,1.1,0.5,,0.8,0.6,0.6,,,1.0,0.9,0.9
WK079419,2200,wijk,Helmond|Wijk 19 Dierdonk,,346,4,717,,1800,0.211,0.132,0.658,0.000,0.000,0.968,0.020,0.012,0.081,0.371,0.548,1.8,2.0,1.9,1.7,,,,,1.3,,,1.3,,,,
WK079421,2201,wijk,Helmond|Wijk 21 Brandevoort,,337,3,1078,,3900,0.143,0.115,0.586,0.125,0.031,0.753,0.154,0.094,0.172,0.327,0.501,1.5,1.8,1.8,1.6,1.2,1.2,,,1.0,0.7,0.6,,0.9,1.3,0.9,0.9
WK079429,2202,wijk,Helmond|Wijk 29 Industriegebied Zuid,,231,4,818,,200,0.524,0.381,0.095,0.000,0.000,0.789,0.000,0.211,0.200,0.440,0.360,1.9,2.5,2.0,,,,,,,,,1.1,,,,
WK079601,2203,wijk,s-Hertogenbosch|Binnenstad,,302,1,3904,,7800,0.010,0.018,0.169,0.667,0.137,0.315,0.363,0.322,0.560,0.317,0.123,0.8,1.7,1.6,1.3,1.1,1.1,,,0.8,0.5,0.5,1.8,1.1,0.9,0.6,0.6
WK079602,2204,wijk,s-Hertogenbosch|Zuidoost,,257,2,2411,,6400,0.027,0.024,0.421,0.370,0.158,0.455,0.423,0.122,0.462,0.322,0.216,1.0,1.6,1.4,1.3,1.1,1.0,1.5,1.0,0.9,0.6,0.6,0.9,,1.0,0.7,0.7
WK079603,2205,wijk,s-Hertogenbosch|Graafsepoort,,236,2,2322,,6700,0.043,0.044,0.500,0.265,0.148,0.469,0.428,0.103,0.405,0.317,0.277,1.1,1.8,1.5,1.4,1.1,1.1,1.2,0.8,0.9,0.6,0.6,1.7,,1.2,0.8,0.8
WK079604,2206,wijk,s-Hertogenbosch|Muntel / Vliert,,282,1,3416,,3500,0.007,0.025,0.424,0.438,0.106,0.446,0.412,0.143,0.415,0.335,0.250,0.9,1.3,1.5,1.3,1.0,1.0,,0.7,0.8,0.7,0.7,,,1.1,0.8,0.8
WK079605,2207,wijk,s-Hertogenbosch|Rosmalen-Zuid,,386,4,939,,3800,0.220,0.125,0.534,0.091,0.030,0.779,0.160,0.061,0.270,0.376,0.354,1.4,1.9,1.6,1.5,1.0,0.8,,0.7,1.0,0.5,0.4,1.6,1.0,1.1,0.6,0.5
WK079606,2208,wijk,s-Hertogenbosch|Rosmalen-Noord,,317,3,1420,,5300,0.186,0.099,0.570,0.145,0.000,0.721,0.188,0.091,0.266,0.379,0.355,1.4,1.8,1.6,1.6,1.0,1.0,,0.8,1.0,0.6,0.6,1.0,1.3,1.2,0.9,0.9
WK079607,2209,wijk,s-Hertogenbosch|De Groote Wielen,,343,4,887,,3400,0.057,0.092,0.704,0.073,0.074,0.679,0.227,0.094,0.201,0.253,0.546,1.5,2.0,1.9,1.7,1.1,1.1,,,1.1,0.6,0.7,1.2,0.9,1.4,1.3,1.1
WK079608,2210,wijk,s-Hertogenbosch|Empel,,360,4,818,,2400,0.184,0.113,0.655,0.048,0.000,0.797,0.175,0.028,0.175,0.294,0.531,1.6,1.9,1.8,1.7,1.4,1.4,,1.2,1.1,0.5,0.5,1.6,,1.2,,0.0
WK079609,2211,wijk,s-Hertogenbosch|Noord,,227,2,1759,,8600,0.028,0.023,0.704,0.119,0.126,0.417,0.537,0.046,0.356,0.337,0.307,1.1,1.7,1.6,1.4,1.1,1.1,1.8,0.7,0.9,0.6,0.6,1.3,,1.0,0.4,0.6
WK079610,2212,wijk,s-Hertogenbosch|Maaspoort,,266,3,1449,,7200,0.060,0.039,0.658,0.158,0.086,0.695,0.203,0.103,0.279,0.383,0.338,1.3,1.8,1.7,1.6,1.1,1.2,0.9,,0.9,0.5,0.5,,1.3,1.3,1.0,1.1
WK079611,2213,wijk,s-Hertogenbosch|West,,223,2,2011,,11100,0.028,0.016,0.407,0.294,0.255,0.379,0.450,0.171,0.424,0.343,0.233,1.0,1.7,1.5,1.4,1.0,1.0,1.2,,0.9,0.5,0.5,1.2,1.2,0.8,0.7,0.8
WK079612,2214,wijk,s-Hertogenbosch|Engelen,,370,5,378,,2200,0.222,0.130,0.479,0.093,0.076,0.874,0.047,0.079,0.182,0.383,0.434,1.6,2.0,1.7,1.7,1.3,1.3,,1.1,1.2,0.6,0.3,1.5,1.3,1.5,1.0,1.1
WK079613,2215,wijk,s-Hertogenbosch|Nuland,,330,5,421,,1900,0.416,0.249,0.244,0.091,0.000,0.702,0.178,0.120,0.282,0.346,0.373,1.5,2.0,1.8,1.6,,0.0,1.0,1.1,1.1,0.6,0.6,1.5,1.4,1.6,0.2,0.2
WK079614,2216,wijk,s-Hertogenbosch|Vinkel,,347,5,160,,1100,0.674,0.198,0.086,0.043,0.000,0.842,0.049,0.109,0.293,0.367,0.340,1.8,2.0,2.0,1.3,1.1,1.1,,,0.8,1.1,1.1,1.6,1.6,,,0.0
WK079701,2217,wijk,Heusden|Wijk 01 Drunen,,267,2,1502,,7800,0.138,0.105,0.605,0.137,0.016,0.681,0.284,0.035,0.275,0.377,0.347,1.4,1.9,1.7,1.6,1.0,1.0,,1.2,1.0,0.5,0.6,1.4,1.2,1.2,0.9,0.8
WK079702,2218,wijk,Heusden|Wijk 02 Elshout,,333,5,380,,700,0.550,0.160,0.290,0.000,0.000,0.815,0.092,0.092,0.197,0.386,0.417,1.8,2.0,1.9,1.6,,,,,0.8,,,1.4,,1.2,,
WK079703,2219,wijk,Heusden|Wijk 03 Haarsteeg,,344,5,256,,900,0.579,0.238,0.152,0.030,0.000,0.859,0.067,0.074,0.176,0.358,0.467,1.8,1.9,1.8,1.8,,0.0,,,1.1,0.8,0.8,1.7,1.1,,,0.0
WK079704,2220,wijk,Heusden|Wijk 04 Nieuwkuijk,,320,5,491,,900,0.401,0.192,0.359,0.048,0.000,0.771,0.151,0.078,0.220,0.393,0.387,1.6,1.8,1.7,1.5,,0.0,,1.3,1.2,0.9,0.9,1.4,,,1.1,1.1
WK079705,2221,wijk,Heusden|Wijk 05 Vlijmen,,269,3,1123,,6400,0.164,0.115,0.550,0.161,0.010,0.653,0.279,0.068,0.281,0.374,0.345,1.4,1.9,1.7,1.6,1.2,1.2,,1.2,1.1,0.6,0.6,1.5,1.1,1.2,0.5,0.6
WK079706,2222,wijk,Heusden|Wijk 06 Doeveren,,,5,14,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.8,2.2,,,,,,,,,,,,,,
WK079707,2223,wijk,Heusden|Wijk 07 Hedikthuizen,,399,5,33,,100,0.889,0.111,0.000,0.000,0.000,1.000,0.000,0.000,0.105,0.474,0.421,2.0,2.1,,,,,,,,,,,,,,
WK079708,2224,wijk,Heusden|Wijk 08 Heesbeen,,378,5,181,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.455,0.545,2.0,2.1,,,,,,,,,,,,,,
WK079709,2225,wijk,Heusden|Wijk 09 Herpt,,373,5,149,,300,0.649,0.193,0.158,0.000,0.000,0.929,0.000,0.071,0.224,0.379,0.397,1.8,1.9,1.9,1.5,,,,,,,,2.2,,,,
WK079710,2226,wijk,Heusden|Wijk 10 Heusden,,291,5,443,,800,0.051,0.109,0.630,0.210,0.000,0.464,0.399,0.138,0.454,0.355,0.191,1.2,2.0,1.7,1.6,1.5,1.5,0.9,0.9,1.0,0.6,0.6,,,1.2,0.4,0.4
WK079711,2227,wijk,Heusden|Wijk 11 Oudheusden,,194,5,479,,1200,0.077,0.059,0.818,0.045,0.000,0.577,0.386,0.036,0.244,0.339,0.416,1.4,2.0,1.6,1.6,,0.0,,,1.1,0.7,0.7,,,1.5,,0.0
WK079800,2228,wijk,Hilvarenbeek|Wijk 00 Hilvarenbeek,,301,4,840,,3900,0.240,0.177,0.440,0.143,0.000,0.711,0.186,0.103,0.318,0.367,0.315,1.4,1.8,1.6,1.6,1.1,1.1,,0.7,1.0,0.5,0.5,1.1,1.0,1.2,0.3,0.3
WK079801,2229,wijk,Hilvarenbeek|Wijk 01 Esbeek,,314,5,120,,500,0.543,0.223,0.234,0.000,0.000,0.830,0.085,0.085,0.202,0.362,0.436,1.8,2.0,1.8,1.7,,,,0.9,0.9,,,2.0,,,,
WK079802,2230,wijk,Hilvarenbeek|Wijk 02 Biest-Houtakker,,329,5,99,,400,0.528,0.306,0.167,0.000,0.000,0.847,0.083,0.069,0.194,0.347,0.458,1.9,2.1,1.7,1.7,,,,1.2,1.4,,,2.0,,,,
WK079803,2231,wijk,Hilvarenbeek|Wijk 03 Diessen,,317,5,319,,1600,0.419,0.198,0.312,0.071,0.000,0.827,0.085,0.088,0.249,0.415,0.335,1.6,1.8,1.6,1.6,1.2,1.2,,,1.0,0.7,0.7,1.4,1.5,1.3,0.8,0.8
WK079804,2232,wijk,Hilvarenbeek|Wijk 04 Haghorst,,348,5,74,,400,0.708,0.138,0.154,0.000,0.000,0.902,0.000,0.098,0.169,0.446,0.385,1.8,2.0,1.8,1.6,,,,,,,,1.5,,,,
WK080910,2233,wijk,Loon op Zand|Wijk 10 Kaatsheuvel-West,,239,3,1323,,4400,0.178,0.149,0.514,0.159,0.000,0.608,0.305,0.087,0.287,0.362,0.351,1.4,1.9,1.8,1.6,1.1,1.1,1.1,1.3,1.0,0.6,0.6,1.6,1.3,1.1,0.6,0.6
WK080920,2234,wijk,Loon op Zand|Wijk 20 Kaatsheuvel-Oost,,257,3,1125,,2700,0.205,0.179,0.461,0.155,0.000,0.649,0.220,0.131,0.263,0.401,0.336,1.5,2.0,1.7,1.7,1.1,1.1,,0.7,1.0,0.7,0.7,1.4,1.4,1.3,1.0,1.0
WK080930,2235,wijk,Loon op Zand|Wijk 30 Loon op Zand,,268,4,673,,2800,0.209,0.134,0.471,0.170,0.016,0.681,0.197,0.122,0.306,0.381,0.313,1.4,1.9,1.8,1.6,1.2,1.1,0.5,0.7,1.0,0.4,0.4,1.2,1.2,1.3,0.6,0.5
WK080940,2236,wijk,Loon op Zand|Wijk 40 De Moer,,382,5,47,,300,0.727,0.159,0.114,0.000,0.000,0.841,0.045,0.114,0.178,0.378,0.444,2.0,2.1,2.2,1.5,,,,,1.3,,,1.7,,,,
WK081509,2237,wijk,Mill en Sint Hubert|Mill,,253,5,436,,2600,0.357,0.229,0.324,0.091,0.000,0.685,0.250,0.064,0.279,0.383,0.338,1.5,2.0,1.7,1.5,1.0,1.0,1.7,1.3,1.0,0.6,0.6,1.1,1.1,1.2,0.7,0.7
WK081510,2238,wijk,Mill en Sint Hubert|Sint Hubert,,241,5,184,,600,0.392,0.267,0.267,0.075,0.000,0.756,0.202,0.042,0.275,0.392,0.333,1.8,2.1,1.9,1.8,,0.0,,1.3,1.2,1.0,1.0,1.8,,,,0.0
WK081512,2239,wijk,Mill en Sint Hubert|Wilbertoord,,279,5,100,,500,0.575,0.250,0.175,0.000,0.000,0.793,0.085,0.122,0.181,0.386,0.434,1.8,2.1,1.7,1.9,,,,0.7,0.9,,,1.5,1.6,1.1,,
WK081515,2240,wijk,Mill en Sint Hubert|Langenboom,,291,5,152,,900,0.528,0.256,0.183,0.033,0.000,0.826,0.107,0.067,0.204,0.425,0.370,1.8,2.0,1.8,1.7,1.3,1.3,0.6,1.1,1.1,,0.0,1.5,,,,0.0
WK082000,2241,wijk,Nuenen. Gerwen en Nederwetten|Wijk 00 Nuenen,,317,3,1230,,8900,0.171,0.087,0.604,0.137,0.000,0.742,0.173,0.085,0.284,0.394,0.322,1.4,1.8,1.6,1.5,1.0,1.0,,1.1,1.0,0.6,0.6,1.6,1.2,1.2,0.4,0.4
WK082001,2242,wijk,Nuenen. Gerwen en Nederwetten|Wijk 01 Gerwen,,363,5,268,,900,0.456,0.207,0.314,0.024,0.000,0.851,0.101,0.048,0.220,0.399,0.382,1.6,1.8,1.7,1.8,,0.0,,1.3,0.8,0.8,0.8,1.9,1.2,0.7,,0.0
WK082002,2243,wijk,Nuenen. Gerwen en Nederwetten|Wijk 02 Nederwetten,,392,5,115,,400,0.565,0.188,0.246,0.000,0.000,0.886,0.057,0.057,0.229,0.400,0.371,1.7,1.8,1.8,1.6,,,,,0.9,,,1.2,,,,
WK082300,2244,wijk,Oirschot|Wijk 00 Oirschot,,325,4,863,,4600,0.235,0.106,0.483,0.173,0.003,0.733,0.165,0.102,0.289,0.364,0.347,1.5,2.0,1.6,1.6,1.2,1.2,,0.7,1.0,0.6,0.6,1.8,1.4,1.3,0.5,0.5
WK082301,2245,wijk,Oirschot|Wijk 01 Spoordonk,,373,5,109,,1000,0.701,0.141,0.130,0.027,0.000,0.856,0.050,0.094,0.249,0.368,0.384,1.8,1.8,1.9,1.8,,0.0,,,1.1,0.9,0.9,1.5,,,,0.0
WK082302,2246,wijk,Oirschot|Wijk 02 Middelbeers en Westelbeers,,336,5,321,,1500,0.478,0.190,0.244,0.088,0.000,0.810,0.095,0.095,0.240,0.389,0.372,1.7,2.0,1.9,1.6,1.5,1.5,,0.9,1.0,0.5,0.5,1.7,1.5,0.9,0.3,0.3
WK082303,2247,wijk,Oirschot|Wijk 03 Oostelbeers,,334,5,178,,700,0.489,0.230,0.281,0.000,0.000,0.830,0.104,0.067,0.210,0.391,0.399,1.8,2.0,1.8,1.6,,,,1.1,1.1,,,1.9,,1.2,,
WK082401,2248,wijk,Oisterwijk|Verspr.h. westen en noorden Moerg.,,577,5,279,,100,1.000,0.000,0.000,0.000,0.000,0.733,0.000,0.267,0.250,0.313,0.438,2.1,2.3,,,,,,,,,,1.5,,,,
WK082402,2249,wijk,Oisterwijk|Pannenschuur,,257,3,1285,,2400,0.065,0.051,0.728,0.156,0.000,0.632,0.315,0.053,0.288,0.366,0.345,1.3,1.7,1.7,1.6,1.0,1.0,,,1.1,0.5,0.5,,,1.1,0.8,0.8
WK082403,2250,wijk,Oisterwijk|Heukelom,,486,5,434,,200,0.800,0.200,0.000,0.000,0.000,0.857,0.000,0.143,0.143,0.381,0.476,1.7,1.7,1.8,,,,,,,,,1.8,,,,
WK082404,2251,wijk,Oisterwijk|Buitengebied (Zuid),,930,5,215,,300,0.946,0.054,0.000,0.000,0.000,0.833,0.000,0.167,0.314,0.353,0.333,2.1,2.2,,,,,,,,,,1.4,,,,
WK082405,2252,wijk,Oisterwijk|Omgeving Vinkenberg / Heuvelstraat,,478,5,137,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.214,0.286,0.500,2.0,2.0,,,,,,,,,,,,,,
WK082406,2253,wijk,Oisterwijk|Omgeving George Perklaan,,473,4,893,,100,0.500,0.214,0.286,0.000,0.000,1.000,0.000,0.000,0.214,0.429,0.357,1.5,1.7,1.7,1.2,,,,,,,,,,,,
WK082407,2254,wijk,Oisterwijk|Centrum Moergestel,,314,4,657,,2200,0.287,0.234,0.369,0.110,0.000,0.756,0.166,0.077,0.270,0.400,0.330,1.5,1.8,1.7,1.6,1.0,1.0,,0.9,1.0,0.4,0.4,1.2,1.2,1.1,0.9,0.9
WK082408,2255,wijk,Oisterwijk|'t Westend / 't Seuverick,,233,3,1278,,1300,0.056,0.218,0.633,0.093,0.000,0.613,0.339,0.048,0.301,0.369,0.329,1.3,1.6,1.6,1.4,1.2,1.2,,0.8,1.0,0.5,0.5,,,1.3,0.6,0.6
WK082409,2256,wijk,Oisterwijk|Bunders / Levenskerk,,475,3,1190,,1600,0.328,0.261,0.379,0.032,0.000,0.911,0.045,0.045,0.210,0.392,0.398,1.6,1.8,1.6,1.5,1.5,1.5,,0.7,0.9,0.5,0.5,1.4,,1.1,,0.0
WK082410,2257,wijk,Oisterwijk|Buitengebied Kerkhoven,,,5,362,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.333,0.667,1.7,1.9,,,,,,,,,,,,,,
WK082411,2258,wijk,Oisterwijk|Waterhoef / Klompven,,325,4,929,,1600,0.156,0.152,0.476,0.216,0.000,0.613,0.337,0.051,0.348,0.370,0.282,1.2,1.7,1.5,1.4,0.9,0.9,,1.0,0.9,0.6,0.6,,1.7,1.2,0.7,0.7
WK082412,2259,wijk,Oisterwijk|Omgeving Industrieterrein,,298,3,1291,,300,0.233,0.217,0.250,0.300,0.000,0.709,0.000,0.291,0.200,0.417,0.383,1.6,2.2,1.7,1.5,1.2,1.2,,,,,0.0,,,,1.3,1.3
WK082413,2260,wijk,Oisterwijk|Centrum Oisterwijk,,276,2,1634,,1300,0.056,0.077,0.282,0.573,0.012,0.502,0.226,0.272,0.524,0.348,0.128,1.0,1.6,1.4,1.3,1.1,1.1,,,0.3,0.5,0.5,,1.4,1.2,0.6,0.6
WK082414,2261,wijk,Oisterwijk|Verspr.h. oosten en zuiden Moerg.,,530,5,51,,200,1.000,0.000,0.000,0.000,0.000,0.909,0.000,0.091,0.130,0.348,0.522,2.2,2.4,,,,,,,,,,1.3,,,,
WK082415,2262,wijk,Oisterwijk|Omgeving Broekzijde,,,5,32,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.429,0.571,2.3,2.2,,,,,,,,,,,,,,
WK082600,2263,wijk,Oosterhout|Wijk 00 Oosterhout-Centrum,,213,2,2483,,3200,0.043,0.063,0.327,0.394,0.173,0.511,0.349,0.141,0.520,0.335,0.145,0.9,1.7,1.6,1.4,1.0,1.0,,,0.9,0.4,0.4,,1.4,1.0,0.8,0.7
WK082601,2264,wijk,Oosterhout|Wijk 01 Slotjes,,207,2,1898,,3600,0.055,0.136,0.411,0.330,0.068,0.531,0.405,0.064,0.370,0.374,0.256,1.2,1.8,1.6,1.6,1.0,1.0,,1.0,1.0,0.7,0.7,,,1.2,0.9,0.9
WK082602,2265,wijk,Oosterhout|Wijk 02 West,,274,2,1570,,900,0.168,0.237,0.503,0.058,0.035,0.807,0.146,0.047,0.257,0.374,0.368,1.5,2.0,1.5,1.6,0.9,0.9,,,0.9,0.8,0.5,,,0.7,,0.0
WK082603,2266,wijk,Oosterhout|Wijk 03 Strijen,,209,2,2283,,1600,0.029,0.060,0.806,0.035,0.070,0.544,0.411,0.044,0.241,0.397,0.362,1.3,1.7,1.7,1.5,,0.0,,0.9,1.2,0.6,0.6,,,1.2,,0.0
WK082604,2267,wijk,Oosterhout|Wijk 04 Leijsenakkers,,319,2,1850,,700,0.283,0.183,0.533,0.000,0.000,0.842,0.100,0.058,0.215,0.488,0.298,1.5,1.9,1.5,1.5,,,,,1.0,,,,,1.1,,
WK082605,2268,wijk,Oosterhout|Wijk 05 Oosterheide,,211,2,1536,,3900,0.045,0.037,0.595,0.153,0.169,0.424,0.548,0.028,0.341,0.355,0.304,1.1,1.9,1.7,1.5,1.2,1.2,0.6,,1.1,0.7,0.6,,,0.9,0.7,0.3
WK082606,2269,wijk,Oosterhout|Wijk 06 Dommelbergen,,224,2,1528,,5800,0.054,0.033,0.830,0.067,0.016,0.638,0.328,0.034,0.248,0.401,0.351,1.4,1.8,1.7,1.6,1.0,1.0,1.7,,1.0,0.6,0.5,,,1.3,,0.0
WK082607,2270,wijk,Oosterhout|Wijk 07 Vrachelen,,315,4,896,,2900,0.138,0.071,0.550,0.171,0.071,0.759,0.180,0.061,0.210,0.378,0.412,1.6,2.0,1.9,1.7,1.2,1.2,,,1.2,0.9,0.8,,,1.4,0.9,0.6
WK082608,2271,wijk,Oosterhout|Wijk 08 Industrieterrein Zuid,,229,5,350,,100,0.000,0.444,0.556,0.000,0.000,1.000,0.000,0.000,0.000,0.556,0.444,1.6,,1.7,1.4,,,,,,,,,,,,
WK082609,2272,wijk,Oosterhout|Wijk 09 Industrieterrein Noord,,,4,600,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,1.6,2.2,,,,,,,,,,,,,,
WK082610,2273,wijk,Oosterhout|Wijk 10 Buitengebied Oosterhout,,,5,191,,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.267,0.400,0.333,1.7,2.2,,,,,,,,,,,,,,
WK082611,2274,wijk,Oosterhout|Wijk 11 Den Hout,,406,5,167,,500,0.600,0.200,0.200,0.000,0.000,0.900,0.044,0.056,0.176,0.341,0.484,1.9,2.2,1.7,1.5,,,,,0.7,,,1.9,,,,
WK082612,2275,wijk,Oosterhout|Wijk 12 Oosteind,,350,5,117,,500,0.628,0.181,0.191,0.000,0.000,0.892,0.032,0.075,0.170,0.447,0.383,1.9,2.0,1.7,1.7,,,,,0.9,,,1.5,,,,
WK082613,2276,wijk,Oosterhout|Wijk 13 Dorst,,312,5,277,,1300,0.286,0.203,0.473,0.037,0.000,0.866,0.059,0.076,0.225,0.378,0.398,1.6,1.9,1.7,1.6,,0.0,,,0.8,,0.0,5.1,1.1,1.4,0.3,0.3
WK082800,2277,wijk,Oss|Centrum,,175,1,2771,,3200,0.037,0.083,0.262,0.593,0.026,0.389,0.413,0.198,0.521,0.310,0.169,0.9,1.8,1.5,1.3,0.9,0.9,,0.7,0.9,0.4,0.4,1.9,0.7,1.1,0.7,0.7
WK082801,2278,wijk,Oss|Schadewijk,,190,2,1916,,4800,0.072,0.100,0.485,0.325,0.018,0.516,0.392,0.091,0.378,0.320,0.301,1.1,1.6,1.5,1.4,1.0,1.0,1.5,1.0,0.9,0.6,0.6,1.0,0.8,1.2,0.7,0.7
WK082802,2279,wijk,Oss|Industrieterreinen-Zuid,,286,4,798,,200,0.857,0.143,0.000,0.000,0.000,0.826,0.000,0.174,0.192,0.308,0.500,2.1,2.3,1.9,,,,,,,,,2.0,,,,
WK082803,2280,wijk,Oss|Oss-Zuid,,225,2,1563,,3000,0.133,0.101,0.415,0.336,0.015,0.630,0.235,0.135,0.381,0.339,0.280,1.2,1.8,1.5,1.4,1.0,1.0,,0.9,0.8,0.6,0.6,1.2,0.9,1.1,0.7,0.7
WK082804,2281,wijk,Oss|Krinkelhoek,,232,2,1955,,3300,0.119,0.119,0.619,0.124,0.019,0.715,0.241,0.044,0.245,0.332,0.423,1.4,1.9,1.6,1.6,0.9,0.9,,,1.0,0.6,0.5,1.6,1.3,1.1,0.8,0.7
WK082805,2282,wijk,Oss|Industrieterreinen-Noord,,,4,504,,100,1.000,0.000,0.000,0.000,0.000,0.750,0.000,0.250,0.000,0.600,0.400,2.3,2.8,,,,,,,,,,,,,,
WK082806,2283,wijk,Oss|Ruwaard,,194,2,1648,,5900,0.073,0.039,0.657,0.097,0.134,0.536,0.377,0.087,0.341,0.347,0.312,1.1,1.7,1.6,1.4,1.0,1.0,,0.6,0.9,0.6,0.5,0.8,,1.2,0.3,0.4
WK082807,2284,wijk,Oss|Ussen,,225,2,1847,,5800,0.102,0.079,0.673,0.145,0.000,0.687,0.265,0.048,0.276,0.378,0.346,1.3,1.7,1.6,1.5,1.3,1.3,,1.1,0.9,0.5,0.5,1.3,1.1,1.1,0.7,0.7
WK082808,2285,wijk,Oss|Buitengebied-Noord,,398,4,540,,200,1.000,0.000,0.000,0.000,0.000,0.857,0.000,0.143,0.143,0.286,0.571,2.0,2.2,,,,,,,,,,1.3,,,,
WK082809,2286,wijk,Oss|Buitengebied-Zuid,,505,5,361,,200,1.000,0.000,0.000,0.000,0.000,0.864,0.000,0.136,0.143,0.381,0.476,2.3,2.2,,,,,,,,,,1.5,,,,
WK082810,2287,wijk,Oss|Berghem,,288,4,888,,4000,0.326,0.131,0.462,0.081,0.000,0.765,0.198,0.037,0.213,0.343,0.444,1.5,1.9,1.7,1.6,1.2,1.2,,1.3,1.0,0.7,0.7,1.6,1.3,1.0,0.5,0.5
WK082811,2288,wijk,Oss|Haren,,304,5,83,,300,0.582,0.327,0.091,0.000,0.000,0.759,0.185,0.056,0.218,0.345,0.436,1.7,2.0,1.7,1.7,,,,1.0,,,,1.3,,,,
WK082812,2289,wijk,Oss|Macharen,,276,5,90,,300,0.500,0.379,0.121,0.000,0.000,0.768,0.232,0.000,0.203,0.441,0.356,1.6,1.9,1.6,1.4,,,,0.9,1.2,,,,,,,
WK082813,2290,wijk,Oss|Megen,,253,5,223,,700,0.338,0.294,0.294,0.074,0.000,0.654,0.287,0.059,0.263,0.372,0.365,1.6,2.2,1.7,1.6,,0.0,,1.0,1.1,0.5,0.5,3.0,,,0.4,0.4
WK082814,2291,wijk,Oss|Ravenstein,,262,5,413,,1500,0.203,0.152,0.544,0.101,0.000,0.641,0.305,0.054,0.286,0.391,0.323,1.4,1.7,1.8,1.6,0.9,0.9,,1.1,0.9,0.6,0.6,1.2,,0.9,1.0,1.0
WK082815,2292,wijk,Oss|Herpen,,274,5,295,,1300,0.397,0.211,0.322,0.070,0.000,0.627,0.295,0.079,0.256,0.384,0.360,1.5,1.9,1.6,1.6,,0.0,,1.0,1.1,0.3,0.3,1.8,1.2,,1.2,1.2
WK082816,2293,wijk,Oss|Overlangel,,344,5,63,,300,0.607,0.304,0.089,0.000,0.000,0.839,0.089,0.071,0.250,0.357,0.393,1.9,2.1,2.0,1.4,,,,,0.9,,,1.3,,,,
WK082817,2294,wijk,Oss|Deursen en Dennenburg,,344,5,93,,500,0.694,0.176,0.129,0.000,0.000,0.917,0.036,0.048,0.179,0.369,0.452,1.9,2.0,1.7,1.7,,,,0.6,,,,1.6,,,,
WK082818,2295,wijk,Oss|Lith,,270,5,312,,1300,0.417,0.211,0.326,0.045,0.000,0.736,0.194,0.070,0.212,0.380,0.408,1.6,1.9,1.8,1.7,0.9,0.9,,1.1,1.1,0.7,0.7,1.4,0.9,0.5,0.9,0.9
