code,nr,gebied,gebiednaam,provincie,WOZ,stedelijkheid,OAD,ligging,abw_totaal,abw_vrijst,abw_tweekap,abw_rijwoni,abw_meergez_laagb,abw_meergez_hoogb,abw_koop,abw_soc_huur,abw_part_huur,abw_1_pers,abw_2_pers,abw_3_pers,aapbw_totaal,aapbw_koop_vrijst,aapbw_koop_tweekap,aapbw_koop_rijwoni,aapbw_koop_meergez_laagb,aapbw_koop_meergez_hoogb,aapbw_soc_huur_vrijst,aapbw_soc_huur_tweekap,aapbw_soc_huur_rijwoni,aapbw_soc_huur_meergez_laagb,aapbw_soc_huur_meergez_hoogb,aapbw_part_huur_vrijst,aapbw_part_huur_tweekap,aapbw_part_huur_rijwoni,aapbw_part_meergez_laagb,aapbw_part_meergez_hoogb
BU02740702,6371,buurt,Renkum|Doorwerthse Bossen,,,4,602,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,2.2,2.5,,,,,,,,,,,,,,
BU02740703,6372,buurt,Renkum|Kievitsdel,,565,5,339,1,300,0.667,0.167,0.083,0.083,0.000,0.894,0.000,0.106,0.313,0.479,0.208,1.5,1.7,1.5,1.7,,0.0,,,,,0.0,,,,0.0,0.0
BU02740801,6373,buurt,Renkum|Doorwerth Zuid,,192,4,850,3,1100,0.033,0.042,0.350,0.145,0.430,0.547,0.257,0.196,0.444,0.402,0.154,1.1,1.5,1.4,1.5,1.0,1.1,,,1.0,0.8,0.2,,,,0.8,0.7
BU02740802,6374,buurt,Renkum|Clusterwoningen,,244,4,832,4,800,0.050,0.021,0.414,0.079,0.436,0.543,0.079,0.379,0.383,0.418,0.199,1.2,1.9,1.1,1.5,,0.9,,,,0.5,0.1,,,,,0.8
BU02740803,6375,buurt,Renkum|Cardanuslaan,,168,4,841,1,600,0.027,0.088,0.177,0.487,0.221,0.438,0.438,0.125,0.496,0.319,0.186,1.0,1.8,1.7,1.6,1.1,1.1,,,0.9,0.6,0.6,,,,0.7,0.7
BU02740902,6377,buurt,Renkum|Heveadorp,,324,5,361,1,400,0.143,0.302,0.556,0.000,0.000,0.754,0.246,0.000,0.254,0.460,0.286,1.4,1.7,1.5,1.4,,,,,1.0,,,,,,,
BU02741001,6378,buurt,Renkum|Hemelse Berg,,,4,571,4,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,,1.5,,,,,,,,,,,,,,,
BU02741002,6379,buurt,Renkum|Valkenberg,,808,5,295,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.133,0.533,0.333,2.3,2.1,,,,,,,,,,,,,,
BU02741004,6381,buurt,Renkum|Sonnenberg,,513,4,508,2,200,0.242,0.000,0.000,0.758,0.000,0.471,0.353,0.176,0.500,0.382,0.118,1.2,2.3,,,0.8,0.8,,,,0.8,0.8,,,,0.8,0.8
BU02741005,6382,buurt,Renkum|Bilderberg,,71,5,482,2,100,0.000,0.000,0.000,1.000,0.000,0.286,0.000,0.714,0.700,0.300,0.000,0.7,,,,0.7,0.7,,,,,0.0,,,,0.7,0.7
BU02741101,6383,buurt,Renkum|Oosterbeekse Waarden,,,4,518,2,100,,,,,,1.000,0.000,0.000,0.000,1.000,0.000,1.3,,,,,,,,,,,,,,,
BU02741102,6384,buurt,Renkum|Bato's Wijk,,352,3,1099,3,1000,0.278,0.250,0.200,0.206,0.067,0.774,0.073,0.153,0.357,0.368,0.275,1.3,1.7,1.5,1.3,1.4,1.2,,,,0.3,0.2,2.3,1.3,1.0,0.6,0.6
BU02741103,6385,buurt,Renkum|Nieuwland,,313,3,1145,2,900,0.202,0.331,0.209,0.258,0.000,0.742,0.172,0.086,0.355,0.343,0.301,1.2,1.7,1.3,1.5,1.0,1.0,,0.5,0.4,0.5,0.5,1.4,1.3,1.4,0.9,0.9
BU02741104,6386,buurt,Renkum|Stenenkruis,,327,4,908,4,600,0.209,0.261,0.304,0.000,0.226,0.696,0.052,0.252,0.330,0.357,0.313,1.3,1.9,1.5,1.3,,0.0,,,0.6,,0.0,,,,,0.9
BU02741105,6387,buurt,Renkum|Klingelbeek,,,5,481,4,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.300,0.400,0.300,1.8,,,,,,,,,,,,,,,
BU02741201,6388,buurt,Renkum|Beelaertslaan,,347,4,592,4,300,0.317,0.195,0.366,0.122,0.000,0.650,0.350,0.000,0.390,0.415,0.195,1.3,1.5,1.4,1.0,1.0,1.0,,,1.1,,0.0,,,,,0.0
BU02741202,6389,buurt,Renkum|Transvaal,,334,3,1036,1,600,0.218,0.485,0.228,0.069,0.000,0.772,0.129,0.099,0.284,0.373,0.343,1.3,1.6,1.5,1.5,1.0,1.0,,1.0,0.5,,0.0,,,1.2,0.5,0.5
BU02741203,6390,buurt,Renkum|Dreyeroord,,349,4,688,1,400,0.250,0.236,0.056,0.167,0.292,0.583,0.222,0.194,0.451,0.338,0.211,1.1,1.7,1.4,,,0.6,,0.2,0.5,0.6,0.2,,,,,0.4
BU02741204,6391,buurt,Renkum|Dennenkamp,,287,3,1158,4,600,0.126,0.311,0.359,0.204,0.000,0.635,0.327,0.038,0.356,0.385,0.260,1.1,1.7,1.4,1.3,0.7,0.7,,0.8,0.7,0.6,0.6,,,,,0.0
BU02741205,6392,buurt,Renkum|De Dreijen,,,4,665,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.429,0.571,2.3,2.3,,,,,,,,,,,,,,
BU02741206,6393,buurt,Renkum|Talud,,306,3,1130,1,800,0.167,0.292,0.382,0.118,0.042,0.778,0.153,0.069,0.303,0.352,0.345,1.2,1.6,1.5,1.3,1.3,1.3,,0.6,0.4,0.7,0.5,,1.1,1.3,0.5,0.4
BU02750000,6394,buurt,Rheden|Dieren-Zuid beneden spoorlijn,,248,4,840,4,1000,0.141,0.219,0.323,0.318,0.000,0.702,0.204,0.094,0.356,0.377,0.267,1.2,1.8,1.5,1.5,1.0,1.0,,,0.7,0.3,0.3,1.5,1.2,1.3,0.8,0.8
BU02750001,6395,buurt,Rheden|Dieren-Noord boven spoorlijn,,167,3,1385,3,3600,0.031,0.128,0.686,0.147,0.007,0.546,0.358,0.097,0.368,0.354,0.277,1.1,1.6,1.4,1.4,1.0,1.0,,0.7,0.8,0.3,0.3,1.0,0.9,1.0,0.7,0.7
BU02750002,6396,buurt,Rheden|Dieren-West boven spoorlijn,,203,3,1369,3,2000,0.082,0.119,0.680,0.119,0.000,0.556,0.388,0.057,0.351,0.392,0.258,1.1,1.5,1.4,1.3,,0.0,,0.7,0.9,0.4,0.4,,1.1,0.8,,0.0
BU02750003,6397,buurt,Rheden|Spankeren,,234,4,659,1,400,0.197,0.288,0.515,0.000,0.000,0.627,0.328,0.045,0.239,0.418,0.343,1.5,2.1,1.8,1.5,,,,,1.0,,,,,,,
BU02750004,6398,buurt,Rheden|Ellecom,,309,5,153,3,500,0.308,0.363,0.264,0.066,0.000,0.856,0.056,0.089,0.242,0.495,0.264,1.5,1.7,1.7,1.4,1.4,1.4,,1.0,1.1,,0.0,,,,0.1,0.1
BU02750005,6399,buurt,Rheden|Laag-Soeren,,277,5,151,4,400,0.293,0.173,0.440,0.093,0.000,0.757,0.135,0.108,0.257,0.446,0.297,1.5,1.9,1.7,1.5,1.2,1.2,,,1.0,,0.0,,,1.0,,0.0
BU02750007,6400,buurt,Rheden|Verspreide huizen bosgebied Laag Soeren,,,5,115,2,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.273,0.545,0.182,2.0,2.2,,,,,,,,,,,,,,
BU02750008,6401,buurt,Rheden|Verspreide huizen Spankeren,,,5,412,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.444,0.556,2.1,2.4,,,,,,,,,,,,,,
BU02750009,6402,buurt,Rheden|Verspr.h. Fraterwaard en Beimerwaard,,,5,250,2,100,0.286,0.000,0.000,0.714,0.000,1.000,0.000,0.000,0.571,0.429,0.000,1.3,,,,0.9,0.9,,,,,0.0,,,,,0.0
BU02750100,6404,buurt,Rheden|Rheden,,198,3,1066,4,3500,0.076,0.229,0.523,0.158,0.015,0.553,0.332,0.115,0.370,0.344,0.287,1.1,1.8,1.5,1.4,0.9,0.9,,0.8,0.8,0.5,0.5,1.2,0.9,0.9,0.3,0.3
BU02750101,6405,buurt,Rheden|Rheden-West ten W. v. Oranjeweg en Haver,,,5,402,2,100,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,1.6,,,,,,,,,,,,,,,
BU02750102,6406,buurt,Rheden|Verspreide huizen Rheden,,498,5,242,2,200,0.882,0.118,0.000,0.000,0.000,0.889,0.000,0.111,0.286,0.429,0.286,2.0,2.3,,,,,,,,,,,,,,
BU02750103,6407,buurt,Rheden|De Steeg,,262,5,167,1,500,0.239,0.364,0.295,0.102,0.000,0.652,0.236,0.112,0.311,0.411,0.278,1.4,1.9,1.6,1.7,,0.0,,0.9,0.8,0.6,0.6,1.5,1.4,,0.7,0.7
BU02750108,6410,buurt,Rheden|Verspr.h. Havikerwaard en Middachten,,,5,42,4,100,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.8,,,,,,,,,,,1.6,,,,
BU02750200,6411,buurt,Rheden|Velp-Noord boven spoorlijn,,333,2,1789,2,3400,0.167,0.275,0.203,0.263,0.092,0.736,0.067,0.197,0.397,0.341,0.261,1.2,1.8,1.5,1.5,0.9,0.9,,,1.1,0.5,0.4,1.3,1.0,1.1,0.5,0.6
BU02750201,6412,buurt,Rheden|Velp-Zuid beneden spoorlijn,,184,2,2369,3,3500,0.042,0.251,0.464,0.189,0.055,0.386,0.478,0.136,0.401,0.321,0.278,1.0,1.7,1.5,1.4,1.1,1.1,,0.7,0.9,0.4,0.5,1.2,0.9,0.9,0.5,0.6
BU02750202,6413,buurt,Rheden|Velp-Zuid ten zuiden van Waterstraat,,147,2,1742,2,1800,0.032,0.047,0.300,0.251,0.370,0.383,0.312,0.306,0.475,0.330,0.194,0.9,1.6,1.5,1.5,1.1,1.0,,,0.7,0.6,0.5,,,0.8,0.8,0.7
BU02750209,6415,buurt,Rheden|Verspreide huizen Velp-Zuidoost,,,4,778,2,100,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.5,,,1.4,,,,,,,,,,,,
BU02770000,6416,buurt,Rozendaal|Rozendaal,,493,4,958,3,700,0.328,0.344,0.328,0.000,0.000,0.894,0.068,0.038,0.188,0.421,0.391,1.7,2.0,1.6,1.6,,,,0.8,1.0,,,,,,,
BU02790000,6418,buurt,Scherpenzeel|Scherpenzeel,,270,4,983,1,3600,0.135,0.178,0.555,0.132,0.000,0.722,0.191,0.087,0.275,0.349,0.376,1.4,1.7,1.7,1.6,1.1,1.1,,1.1,0.9,0.5,0.5,1.3,1.2,1.4,0.9,0.9
BU02790008,6419,buurt,Scherpenzeel|Verspr.h. ten zuiden van Scherpenzeel,,407,4,634,2,100,0.529,0.235,0.235,0.000,0.000,0.867,0.000,0.133,0.176,0.235,0.588,1.7,2.2,1.6,1.7,,,,,,,,1.3,,,,
BU02790009,6420,buurt,Scherpenzeel|Verspr.h. ten noorden van Scherpenzeel,,377,5,300,3,300,0.512,0.116,0.140,0.233,0.000,0.857,0.000,0.143,0.209,0.349,0.442,1.8,2.3,2.0,1.3,1.1,1.1,,,,,0.0,1.7,,,,0.0
BU02810000,6421,buurt,Tiel|Binnenstad,,148,2,2150,1,1300,0.000,0.008,0.172,0.820,0.000,0.289,0.314,0.397,0.613,0.265,0.123,0.8,,,1.3,1.0,1.0,,,0.9,0.6,0.6,,,1.1,0.7,0.7
BU02810001,6422,buurt,Tiel|Sterrebos,,170,2,1917,2,700,0.055,0.125,0.648,0.172,0.000,0.667,0.256,0.078,0.454,0.315,0.231,1.1,1.8,1.5,1.3,0.9,0.9,,,0.7,0.6,0.6,,,1.0,0.7,0.7
BU02810002,6423,buurt,Tiel|Hertogenwijk,,146,2,1542,2,1100,0.019,0.010,0.413,0.437,0.121,0.244,0.688,0.068,0.422,0.248,0.330,0.8,1.5,,1.7,1.1,0.9,,,0.9,0.5,0.5,,,,0.5,0.4
BU02810003,6424,buurt,Tiel|Burgemeesterswijk,,190,2,1813,4,600,0.067,0.250,0.458,0.225,0.000,0.625,0.358,0.017,0.298,0.347,0.355,1.2,1.5,1.5,1.4,,0.0,,,1.0,0.7,0.7,,,,,0.0
BU02810004,6425,buurt,Tiel|Stationsbuurt,,242,2,2355,4,500,0.175,0.275,0.288,0.263,0.000,0.788,0.125,0.088,0.346,0.395,0.259,1.3,1.7,1.4,1.3,1.2,1.2,,,,0.5,0.5,1.0,,0.8,,0.0
BU02810005,6426,buurt,Tiel|Santwijck,,173,2,2359,3,800,0.071,0.071,0.589,0.206,0.064,0.624,0.262,0.113,0.440,0.298,0.262,1.1,2.3,1.4,1.3,1.2,0.9,,,0.8,0.5,0.4,,,0.9,,0.0
BU02810006,6427,buurt,Tiel|De Lok,,151,2,2389,2,500,0.041,0.061,0.898,0.000,0.000,0.370,0.590,0.040,0.343,0.394,0.263,1.1,1.9,2.1,1.3,,,,0.6,0.8,,,,,,,
BU02810007,6428,buurt,Tiel|Het Ooij,,166,2,1536,3,1300,0.055,0.035,0.795,0.114,0.000,0.409,0.555,0.035,0.280,0.339,0.382,1.1,1.9,1.4,1.4,1.2,1.2,0.9,,0.9,0.6,0.6,,,0.9,,0.0
BU02810009,6429,buurt,Tiel|Latenstein,,230,2,1540,1,1100,0.059,0.059,0.564,0.104,0.213,0.851,0.045,0.104,0.246,0.372,0.382,1.4,2.0,2.1,1.6,1.1,1.1,,,,0.5,0.2,1.2,,1.1,,0.5
BU02810010,6430,buurt,Tiel|Tiel-West,,149,3,1347,4,500,0.000,0.000,0.393,0.449,0.157,0.326,0.629,0.045,0.311,0.333,0.356,1.0,,,1.7,1.0,1.0,,,1.1,0.8,0.9,,,,,0.0
BU02810011,6431,buurt,Tiel|Wadenoijenlaan e.o.,,133,3,1270,3,1200,0.009,0.000,0.412,0.403,0.176,0.179,0.807,0.013,0.458,0.280,0.262,0.9,1.9,,1.4,,0.0,,,1.1,0.6,0.6,,,0.9,,0.0
BU02810100,6432,buurt,Tiel|Elzenpas,,268,2,1555,4,1300,0.176,0.130,0.605,0.088,0.000,0.681,0.261,0.059,0.312,0.384,0.304,1.2,1.6,1.5,1.4,,0.0,,,1.1,0.4,0.4,,,1.0,,0.0
BU02810101,6433,buurt,Tiel|Westroijen,,169,2,1567,2,800,0.000,0.000,0.962,0.038,0.000,0.428,0.547,0.025,0.231,0.363,0.406,1.2,,,1.5,,0.0,,,1.0,0.7,0.7,,,0.7,,0.0
BU02810102,6434,buurt,Tiel|Rauwenhof e.o.,,,4,821,4,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.500,1.6,1.8,,,,,,,,,,,,,,
BU02810103,6435,buurt,Tiel|Rauwenhof,,203,4,987,1,1400,0.076,0.112,0.583,0.230,0.000,0.453,0.496,0.050,0.379,0.350,0.271,1.1,1.8,1.5,1.5,0.9,0.9,,,0.9,0.6,0.6,,,0.9,0.6,0.6
BU02810104,6436,buurt,Tiel|Drumpt,,250,4,954,1,900,0.131,0.165,0.670,0.034,0.000,0.676,0.301,0.023,0.267,0.381,0.352,1.4,2.0,1.6,1.5,1.4,1.4,,,0.8,,0.0,,,0.9,,0.0
BU02810108,6438,buurt,Tiel|Veluwe,,406,5,430,2,100,0.857,0.143,0.000,0.000,0.000,1.000,0.000,0.000,0.214,0.429,0.357,2.1,2.2,,,,,,,,,,,,,,
BU02810109,6439,buurt,Tiel|Industrieterrein Kellen,,,5,277,3,100,1.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,1.000,2.2,,,,,,,,,,,,,,,
BU02810200,6440,buurt,Tiel|Wadenoijen,,254,5,170,4,300,0.296,0.185,0.519,0.000,0.000,0.685,0.315,0.000,0.236,0.345,0.418,1.6,2.1,2.2,1.5,,,,1.6,1.0,,,,,,,
BU02810201,6441,buurt,Tiel|Kapel-Avezaath,,309,5,149,2,200,0.538,0.282,0.179,0.000,0.000,0.868,0.132,0.000,0.250,0.400,0.350,1.7,1.9,1.7,1.6,,,,0.9,1.0,,,,,,,
BU02810208,6442,buurt,Tiel|Kapel-Avezaath e.o.,,425,5,259,2,200,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.143,0.333,0.524,2.2,2.2,,,,,,,,,,,,,,
BU02810209,6443,buurt,Tiel|Wadenoijen e.o.,,421,5,86,1,200,0.931,0.069,0.000,0.000,0.000,1.000,0.000,0.000,0.167,0.400,0.433,2.0,2.1,1.7,,,,,,,,,,,,,
BU02810300,6444,buurt,Tiel|Passewaaij-Noord-West,,258,3,1067,3,600,0.130,0.240,0.630,0.000,0.000,0.949,0.051,0.000,0.130,0.360,0.510,1.6,1.8,1.6,1.6,,,,,0.8,,,,,,,
BU02810301,6445,buurt,Tiel|Passewaaij-Noord-Oost,,249,3,1236,4,1000,0.052,0.130,0.802,0.016,0.000,0.839,0.135,0.026,0.139,0.356,0.505,1.6,1.9,1.6,1.7,1.1,1.1,,,1.2,,0.0,,,0.9,,0.0
BU02810302,6446,buurt,Tiel|Passewaaij-Zuid-West,,253,4,829,3,1000,0.059,0.048,0.876,0.016,0.000,0.812,0.177,0.011,0.132,0.354,0.513,1.5,1.7,1.9,1.7,,0.0,,,1.1,0.5,0.5,,,0.6,,0.0
BU02810303,6447,buurt,Tiel|Passewaaij-Zuid-Oost,,238,4,946,3,1100,0.081,0.038,0.598,0.282,0.000,0.774,0.125,0.101,0.257,0.276,0.467,1.4,2.0,1.7,1.7,1.1,1.1,,,1.1,0.7,0.7,,,1.4,1.0,1.0
BU02810304,6448,buurt,Tiel|Passewaaij e.o.,,,4,915,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.444,0.556,1.9,1.9,,,,,,,,,,,,,,
BU02810305,6449,buurt,Tiel|Zennewijnen,,,5,205,4,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.500,2.3,2.4,,,,,,,,,,,,,,
BU02810306,6450,buurt,Tiel|Zennewijnen e.o.,,,5,299,4,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,2.2,2.3,,,,,,,,,,,,,,
BU02850000,6451,buurt,Voorst|Voorst,,227,5,272,2,700,0.278,0.203,0.391,0.128,0.000,0.571,0.391,0.038,0.331,0.368,0.301,1.4,1.9,1.6,1.7,,0.0,,1.0,0.9,0.4,0.4,,,,,0.0
BU02850001,6452,buurt,Voorst|Bussloo,,,5,28,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.500,0.500,1.7,1.9,,,,,,,,,,,,,,
BU02850002,6453,buurt,Voorst|Gietelo,,286,5,65,2,100,0.611,0.222,0.000,0.000,0.167,0.737,0.000,0.263,0.263,0.421,0.316,1.7,1.7,2.2,,,0.0,,,,,0.0,,,,,0.4
BU02850005,6454,buurt,Voorst|Verspreide huizen Voorst en Wilpse Klei,,343,5,207,2,100,0.688,0.188,0.125,0.000,0.000,0.722,0.167,0.111,0.111,0.389,0.500,2.5,2.0,2.1,,,,,,,,,,,,,
BU02850006,6455,buurt,Voorst|Verspreide huizen Gietelo-Bussloo,,,5,55,2,100,1.000,0.000,0.000,0.000,0.000,0.625,0.000,0.375,0.000,0.571,0.429,2.0,2.0,,,,,,,,,,1.9,,,,
BU02850007,6456,buurt,Voorst|Verspr.h. langs de IJssel Voorster Klei,,,5,53,3,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.400,0.600,1.9,1.8,,,,,,,,,,,,,,
BU02850008,6457,buurt,Voorst|Verspreide huizen Appensche Veld,,,5,18,1,100,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,,,,1.8,,,,,,,,,,,,,,,
BU02850009,6458,buurt,Voorst|Verspr.h. akkerbouwgebied Noord-Empe,,404,5,41,3,200,0.773,0.227,0.000,0.000,0.000,0.864,0.000,0.136,0.136,0.409,0.455,1.9,2.0,1.4,,,,,,,,,1.7,,,,
BU02850100,6459,buurt,Voorst|Twello-Midden,,267,3,1079,4,2600,0.182,0.145,0.395,0.273,0.006,0.564,0.399,0.037,0.383,0.378,0.239,1.1,1.6,1.5,1.4,0.8,0.8,,1.3,0.9,0.6,0.6,1.1,,0.9,0.8,0.8
BU02850101,6460,buurt,Voorst|Twello-Zuid,,288,3,1063,4,1700,0.139,0.087,0.717,0.057,0.000,0.725,0.263,0.012,0.225,0.437,0.338,1.3,1.6,1.6,1.4,,0.0,,,0.9,0.5,0.5,,,1.0,,0.0
BU02850102,6461,buurt,Voorst|Twello-Noord,,313,4,820,3,900,0.376,0.253,0.300,0.071,0.000,0.671,0.271,0.059,0.265,0.406,0.329,1.4,1.6,1.6,1.4,1.4,1.4,,0.9,0.9,0.8,0.8,1.3,,,0.9,0.9
BU02850103,6462,buurt,Voorst|Terwolde,,266,5,137,4,500,0.330,0.341,0.297,0.033,0.000,0.733,0.267,0.000,0.239,0.424,0.337,1.6,1.9,1.7,1.5,,0.0,,0.9,1.0,,0.0,,,,,0.0
BU02850104,6463,buurt,Voorst|Nijbroek,,259,5,38,1,100,0.462,0.308,0.231,0.000,0.000,1.000,0.000,0.000,0.333,0.333,0.333,1.7,1.8,2.2,1.9,,,,,,,,,,,,
BU02850105,6464,buurt,Voorst|Verspreide huizen Twello-Zuid,,375,5,350,3,700,0.449,0.265,0.206,0.081,0.000,0.808,0.138,0.054,0.157,0.386,0.457,1.6,1.8,1.6,1.6,,0.0,,,1.0,1.1,1.1,1.6,,,,0.0
BU02850106,6465,buurt,Voorst|Steenenkamer,,355,4,851,2,200,0.696,0.174,0.130,0.000,0.000,1.000,0.000,0.000,0.174,0.478,0.348,1.5,1.6,1.4,1.3,,,,,,,,,,,,
BU02850107,6466,buurt,Voorst|Verspreide huizen Twello-Noord,,467,5,250,4,200,1.000,0.000,0.000,0.000,0.000,0.739,0.000,0.261,0.292,0.417,0.292,1.6,1.9,,,,,,,,,,1.7,,,,
BU02850108,6467,buurt,Voorst|Verspreide huizen Nijbroek,,381,5,24,4,300,0.906,0.094,0.000,0.000,0.000,0.870,0.000,0.130,0.185,0.389,0.426,1.9,2.0,1.5,,,,,,,,,1.3,,,,
BU02850109,6468,buurt,Voorst|Verspr.h. op de oeverwal Terwolde,,347,5,122,4,300,0.733,0.200,0.067,0.000,0.000,0.841,0.000,0.159,0.234,0.383,0.383,1.7,1.7,1.8,,,,,,,,,1.4,,,,
BU02850200,6469,buurt,Voorst|Klarenbeek (gedeeltelijk),,289,5,189,3,400,0.397,0.279,0.294,0.029,0.000,0.731,0.224,0.045,0.221,0.412,0.368,1.5,1.8,1.6,1.6,,0.0,,1.1,0.9,1.3,1.3,,,,,0.0
BU02850201,6470,buurt,Voorst|Teuge,,295,5,97,2,200,0.485,0.182,0.333,0.000,0.000,0.750,0.188,0.063,0.206,0.382,0.412,1.6,1.7,1.6,1.3,,,,,1.3,,,,,,,
BU02850202,6471,buurt,Voorst|Wilp-Achterhoek,,,5,44,2,100,0.667,0.333,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.375,0.625,2.1,2.0,2.4,,,,,,,,,,,,,
BU02850203,6472,buurt,Voorst|De Vecht,,292,5,52,2,100,0.538,0.231,0.231,0.000,0.000,1.000,0.000,0.000,0.214,0.286,0.500,1.7,1.9,2.0,1.5,,,,,,,,,,,,
BU02850205,6473,buurt,Voorst|Verspr.h. De Vecht. De Pol en omgeving,,353,5,33,3,200,0.789,0.211,0.000,0.000,0.000,0.810,0.000,0.190,0.095,0.381,0.524,1.8,2.0,1.7,,,,,,,,,1.3,,,,
BU02850206,6474,buurt,Voorst|Verspreide huizen Teuge,,363,5,66,1,200,0.774,0.129,0.000,0.097,0.000,0.767,0.000,0.233,0.219,0.344,0.438,2.0,2.0,1.6,,,0.0,,,,,0.0,2.6,,,,0.0
BU02850207,6475,buurt,Voorst|Verspreide huizen Wilp-Achterhoek,,349,5,40,1,200,0.917,0.083,0.000,0.000,0.000,0.840,0.000,0.160,0.200,0.360,0.440,1.9,2.0,2.1,,,,,,,,,1.4,,,,
BU02850208,6476,buurt,Voorst|Verspreide huizen Klarenbeek-Noord,,354,5,35,3,200,0.897,0.103,0.000,0.000,0.000,0.767,0.000,0.233,0.188,0.406,0.406,1.8,2.0,1.5,,,,,,,,,1.5,,,,
BU02850209,6477,buurt,Voorst|Verspreide huizen Klarenbeek-Zuid,,347,5,51,4,100,0.889,0.111,0.000,0.000,0.000,0.706,0.000,0.294,0.222,0.389,0.389,1.9,2.1,,,,,,,,,,1.7,,,,
BU02850300,6478,buurt,Voorst|Wilp,,272,5,153,4,400,0.375,0.188,0.400,0.038,0.000,0.633,0.329,0.038,0.238,0.413,0.350,1.5,1.9,1.7,1.6,,0.0,,,1.0,1.0,1.0,1.0,,,,0.0
BU02850301,6479,buurt,Voorst|Posterenk,,306,5,69,2,100,0.647,0.353,0.000,0.000,0.000,1.000,0.000,0.000,0.158,0.368,0.474,1.8,1.8,1.7,,,,,,,,,,,,,
BU02850308,6480,buurt,Voorst|Verspreide huizen Wilp en Posterenk,,404,5,78,4,200,0.885,0.115,0.000,0.000,0.000,0.731,0.000,0.269,0.138,0.276,0.586,1.5,1.9,1.8,,,,,,,,,0.5,,,,
BU02850309,6481,buurt,Voorst|Verspreide huizen op de Wilpse Klei,,,5,26,1,100,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.600,0.400,1.9,1.9,,,,,,,,,,,,,,
BU02890101,6482,buurt,Wageningen|Rietveldbuurt,,306,3,1063,2,500,0.079,0.067,0.820,0.034,0.000,1.000,0.000,0.000,0.146,0.303,0.551,1.4,1.6,1.6,1.3,1.2,1.2,,,,,0.0,,,,,0.0
BU02890102,6483,buurt,Wageningen|De Hooilanden,,251,3,1015,3,900,0.017,0.074,0.665,0.216,0.028,0.749,0.211,0.040,0.250,0.347,0.403,1.1,1.3,1.4,1.3,1.0,1.0,,,0.9,0.2,0.2,,,1.0,0.8,0.7
BU02890103,6484,buurt,Wageningen|Mondriaanbuurt,,286,3,1328,1,500,0.070,0.105,0.733,0.093,0.000,0.714,0.286,0.000,0.212,0.388,0.400,1.2,1.2,1.4,1.3,,0.0,,,1.1,0.6,0.6,,,,,0.0
BU02890104,6485,buurt,Wageningen|Business & Science Park,,,3,1316,3,200,0.000,0.000,0.000,1.000,0.000,,,,1.000,0.000,0.000,0.0,,,,,0.0,,,,,0.0,,,,,0.0
BU02890201,6486,buurt,Wageningen|Wageningen Campus en Droevendaal,,57,2,1719,4,500,0.080,0.000,0.000,0.068,0.852,0.000,0.080,0.920,0.848,0.054,0.098,0.3,,,,,0.0,2.0,,,,0.0,,,,0.2,0.1
BU02890202,6487,buurt,Wageningen|De Blauwe Bergen en de Bongerd,,81,2,1797,1,400,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.519,0.039,0.442,1.3,,,,,0.0,,,,,1.3,,,,,0.0
BU02890301,6488,buurt,Wageningen|De Weiden,,230,2,2260,4,800,0.026,0.033,0.781,0.139,0.020,0.651,0.303,0.046,0.272,0.344,0.384,1.0,1.1,1.4,1.1,1.0,1.0,,,0.9,0.7,0.6,,,0.5,,0.0
BU02890302,6489,buurt,Wageningen|Boomgaarden,,308,1,2904,1,500,0.111,0.167,0.067,0.456,0.200,0.472,0.191,0.337,0.472,0.292,0.236,0.9,1.5,1.4,1.7,,0.3,,,,0.7,0.5,,,,0.1,0.3
