code;nr;gebied;gebiednaam;provincie;WOZ;stedelijkheid;OAD;ligging;abw_totaal;abw_vrijst;abw_tweekap;abw_rijwoni;abw_meergez_laagb;abw_meergez_hoogb;abw_koop;abw_soc_huur;abw_part_huur;abw_1_pers;abw_2_pers;abw_3_pers;aapbw_totaal;aapbw_koop_vrijst;aapbw_koop_tweekap;aapbw_koop_rijwoni;aapbw_koop_meergez_laagb;aapbw_koop_meergez_hoogb;aapbw_soc_huur_vrijst;aapbw_soc_huur_tweekap;aapbw_soc_huur_rijwoni;aapbw_soc_huur_meergez_laagb;aapbw_soc_huur_meergez_hoogb;aapbw_part_huur_vrijst;aapbw_part_huur_tweekap;aapbw_part_huur_rijwoni;aapbw_part_meergez_laagb;aapbw_part_meergez_hoogb
WK030302;1011;wijk;"Dronten; Wijk 02 Dronten Noord";;168;4;763;;700;6,8%;2,3%;82,6%;8,3%;0,0%;55,0%;38,2%;6,9%;26,7%;33,3%;40,0%;1,3;2,4;1,9;1,6;1,3;;;;0,9;0,8;;;;1,1;;
WK030303;1012;wijk;"Dronten; Wijk 03 Dronten Midden";;190;3;1349;;3300;8,1%;4,7%;57,6%;28,7%;0,9%;43,5%;48,0%;8,5%;42,4%;34,3%;23,4%;1,0;1,6;1,4;1,4;1,0;1,3;;0,9;0,8;0,4;;;1,4;1,0;0,9;
WK030304;1013;wijk;"Dronten; Wijk 04 Dronten Zuid";;231;4;927;;3900;24,3%;14,1%;50,9%;10,7%;0,0%;81,0%;14,6%;4,3%;24,3%;42,8%;32,9%;1,5;1,7;1,6;1,6;1,2;;;;0,8;0,7;;1,4;1,9;1,2;1,2;
WK030305;1014;wijk;"Dronten; Wijk 05 Buitengebied Dronten";;349;5;103;;800;96,2%;1,5%;0,0%;2,3%;0,0%;83,7%;0,0%;16,3%;21,2%;43,2%;35,6%;2,1;2,0;;;;;;;;;;3,4;;;;
WK030306;1015;wijk;"Dronten; Wijk 06 Biddinghuizen";;198;5;437;;2800;19,3%;8,4%;63,7%;8,6%;0,0%;60,5%;33,6%;5,9%;28,5%;37,8%;33,8%;1,4;2,2;1,8;1,6;1,3;;;;1,0;0,6;;1,8;;1,2;1,6;
WK030307;1016;wijk;"Dronten; Wijk 07 Swifterbant";;195;4;597;;2600;22,2%;15,5%;60,2%;2,2%;0,0%;71,5%;25,3%;3,1%;24,1%;38,4%;37,6%;1,5;2,0;1,8;1,7;1,2;;;;0,9;0,6;;1,4;1,6;1,2;;
WK030701;1017;wijk;"Amersfoort; Wijk 01 Stadskern";;261;1;4028;;3100;1,2%;1,2%;32,2%;64,3%;1,2%;36,9%;24,6%;38,4%;53,5%;31,7%;14,9%;0,7;1,4;1,4;1,2;0,9;0,7;;;0,6;0,4;;1,1;;0,8;0,5;0,3
WK030702;1018;wijk;"Amersfoort; Wijk 02 Zonnehof";;234;1;3739;;1100;0,0%;2,4%;13,4%;50,7%;33,5%;31,3%;19,9%;48,8%;58,5%;29,7%;11,8%;0,7;;1,1;1,3;0,9;0,9;;;;0,4;;;;0,7;0,6;0,5
WK030703;1019;wijk;"Amersfoort; Wijk 03 Soesterkwartier";;236;2;2234;;5600;0,8%;2,0%;64,5%;14,7%;18,0%;42,3%;42,4%;15,3%;37,3%;33,3%;29,4%;0,9;1,7;1,4;1,2;0,9;0,8;;1,0;0,8;0,5;0,5;0,3;;0,9;0,5;0,9
WK030704;1020;wijk;"Amersfoort; Wijk 04 Isselt";;219;3;1442;;200;17,6%;0,0%;0,0%;0,0%;82,4%;15,8%;63,2%;21,1%;30,8%;42,3%;26,9%;1,1;;;;;;;;;;0,8;;;;;
WK030705;1021;wijk;"Amersfoort; Wijk 05 Bosgebied";;372;5;471;;400;26,8%;19,6%;0,0%;42,9%;10,7%;42,1%;15,8%;42,1%;45,9%;25,7%;28,4%;1,6;2,3;1,6;;1,1;;;;;0,0;;8,1;;;0,5;0,7
WK030706;1022;wijk;"Amersfoort; Wijk 06 De Koppel";;242;1;3260;;1600;1,0%;2,0%;37,7%;32,0%;27,3%;33,1%;60,5%;6,4%;40,1%;35,8%;24,2%;0,9;1,6;1,4;1,4;0,9;1,1;;;0,7;0,7;0,7;;;;1,0;1,2
WK030707;1023;wijk;"Amersfoort; Wijk 07 De Kruiskamp";;210;1;3719;;2900;0,9%;1,9%;40,8%;45,0%;11,3%;40,6%;49,4%;10,0%;39,4%;29,6%;31,0%;0,9;1,5;1,4;1,3;1,1;1,1;;;0,8;0,6;0,3;;;0,9;0,7;0,8
WK030708;1024;wijk;"Amersfoort; Wijk 08 Schothorst Zuid";;232;1;2508;;2200;0,7%;1,6%;51,3%;11,8%;34,6%;47,6%;42,5%;10,0%;42,2%;32,5%;25,3%;0,9;1,6;1,2;1,2;0,9;1,1;;;0,6;0,5;0,6;;;1,2;;0,3
WK030709;1025;wijk;"Amersfoort; Wijk 09 Schothorst Noord";;244;2;2278;;3300;1,4%;1,1%;72,2%;25,3%;0,0%;62,8%;34,7%;2,5%;33,7%;35,8%;30,5%;1,0;1,5;1,5;1,3;0,9;;;;0,8;0,5;;;;0,5;0,7;
WK030710;1026;wijk;"Amersfoort; Wijk 10 Liendert";;180;1;2835;;3400;0,9%;1,8%;36,4%;26,3%;34,6%;42,1%;48,7%;9,3%;39,8%;29,1%;31,1%;0,9;1,4;1,3;1,3;1,1;1,0;;;0,9;0,6;0,7;;;0,9;0,8;0,7
WK030711;1027;wijk;"Amersfoort; Wijk 11 Rustenburg";;261;2;1713;;1400;2,3%;0,0%;84,5%;1,1%;12,1%;69,4%;29,8%;0,8%;26,1%;40,5%;33,3%;1,2;1,8;;1,4;1,3;;;;0,9;;0,5;;;0,8;;
WK030712;1028;wijk;"Amersfoort; Wijk 12 Stoutenburg-Noord";;546;5;316;;200;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;10,0%;35,0%;55,0%;2,0;2,0;;;;;;;;;;;;;;
WK030713;1029;wijk;"Amersfoort; Wijk 13 Schuilenburg";;196;2;2386;;1800;1,4%;0,0%;38,8%;20,7%;39,1%;39,5%;36,8%;23,7%;41,0%;30,4%;28,7%;1,0;2,1;;1,3;1,2;1,0;;;1,0;0,8;0,5;;;1,1;0,6;0,9
WK030714;1030;wijk;"Amersfoort; Wijk 14 Randenbroek";;227;1;2930;;3500;2,4%;6,3%;33,7%;47,7%;9,9%;48,2%;40,9%;10,9%;45,3%;28,5%;26,2%;0,9;1,8;1,4;1,3;0,8;0,9;;;0,9;0,5;0,7;;;0,7;0,6;0,6
WK030715;1031;wijk;"Amersfoort; Wijk 15 Vermeerkwartier";;326;1;2832;;2800;3,5%;13,8%;45,4%;21,5%;15,8%;59,6%;23,2%;17,2%;36,6%;29,3%;34,1%;1,0;1,5;1,4;1,2;1,0;0,8;;;0,8;0,7;0,4;;0,9;0,9;0,6;0,5
WK030716;1032;wijk;"Amersfoort; Wijk 16 Leusderkwartier";;337;2;2203;;2500;3,0%;14,6%;54,3%;28,1%;0,0%;62,3%;26,5%;11,1%;35,4%;31,7%;32,9%;1,0;1,7;1,5;1,3;0,8;;;1,3;0,7;0,5;;;;1,0;0,6;
WK030717;1033;wijk;"Amersfoort; Wijk 17 De Berg Zuid";;362;2;1987;;2900;4,5%;16,3%;40,2%;39,1%;0,0%;60,2%;33,0%;6,8%;38,5%;30,9%;30,7%;1,0;1,8;1,4;1,3;1,0;;;0,7;0,7;0,5;;;0,9;0,9;0,7;
WK030718;1034;wijk;"Amersfoort; Wijk 18 De Berg Noord";;681;2;1511;;1400;26,0%;34,4%;13,6%;24,2%;1,8%;88,6%;0,0%;11,4%;23,0%;37,6%;39,4%;1,4;1,8;1,5;1,3;1,1;0,8;;;;;;;1,1;;0,8;
WK030719;1035;wijk;"Amersfoort; Wijk 19 Hoogland";;304;2;1742;;4100;6,0%;7,0%;73,3%;13,7%;0,0%;82,0%;12,5%;5,5%;26,0%;38,0%;36,0%;1,3;1,7;1,5;1,4;0,9;;;0,7;0,8;0,5;;1,1;1,8;1,1;1,0;
WK030720;1036;wijk;"Amersfoort; Wijk 20 Zielhorst";;267;2;2088;;3400;2,4%;2,7%;78,1%;15,5%;1,2%;66,3%;27,4%;6,4%;26,8%;33,5%;39,7%;1,2;1,5;1,7;1,4;0,9;1,1;;;0,9;0,5;0,8;;;1,2;0,7;
WK030721;1037;wijk;"Amersfoort; Wijk 21 Kattenbroek";;272;2;2184;;4600;3,1%;5,4%;70,0%;19,5%;2,0%;65,9%;25,5%;8,6%;29,5%;31,8%;38,8%;1,2;1,7;1,6;1,4;1,0;1,1;;;0,8;0,5;0,5;;;1,1;1,0;0,9
WK030722;1038;wijk;"Amersfoort; Wijk 22 Calveen";;;3;1459;;100;62,5%;37,5%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;20,0%;30,0%;50,0%;2,0;2,1;2,3;;;;;;;;;;;;;
WK030723;1039;wijk;"Amersfoort; Wijk 23 Park Schothorst";;;2;2067;;100;50,0%;50,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;0,0%;100,0%;0,0%;1,3;1,3;;;;;;;;;;;;;;
WK030724;1040;wijk;"Amersfoort; Wijk 24 Nieuwland";;280;2;1711;;5500;1,5%;2,2%;71,2%;18,9%;6,3%;78,6%;17,5%;3,9%;21,1%;31,8%;47,1%;1,4;1,8;1,7;1,6;1,2;1,2;;;1,0;0,7;0,9;;;1,3;1,1;1,3
WK030725;1041;wijk;"Amersfoort; Wijk 25 valleipoort";;265;3;1274;;200;33,3%;12,5%;0,0%;25,0%;29,2%;32,0%;0,0%;68,0%;50,0%;34,6%;15,4%;1,2;1,3;1,8;;;;;;;;;1,2;;;0,4;0,7
WK030726;1042;wijk;"Amersfoort; Wijk 26 Hooglanderveen";;364;3;1116;;1800;14,7%;15,9%;55,0%;14,4%;0,0%;76,6%;16,2%;7,2%;21,6%;27,1%;51,3%;1,4;1,8;1,8;1,5;1,3;;;;1,0;0,5;;1,2;;1,2;0,8;
WK030727;1043;wijk;"Amersfoort; Wijk 27 Buitengebied West";;578;5;497;;200;82,4%;17,6%;0,0%;0,0%;0,0%;82,4%;0,0%;17,6%;19,4%;30,6%;50,0%;1,9;2,1;1,6;;;;;;;;;1,5;;;;
WK030728;1044;wijk;"Amersfoort; Wijk 28 Vathorst-De Velden";;349;2;1599;;2300;7,0%;13,2%;68,3%;7,9%;3,5%;75,6%;21,1%;3,3%;15,6%;24,0%;60,4%;1,5;2,0;1,8;1,6;1,2;1,1;;;1,2;0,7;0,6;;;1,2;1,0;
WK030729;1045;wijk;"Amersfoort; Wijk 29 Vathorst-centrum";;340;2;2014;;1300;4,7%;15,3%;55,7%;24,3%;0,0%;64,3%;15,6%;20,1%;21,6%;24,7%;53,7%;1,4;2,1;1,8;1,5;0,9;;;;1,1;0,7;;;;1,2;1,1;
WK030730;1046;wijk;"Amersfoort; Wijk 30 Vathorst-De Bron";;327;2;1868;;1400;6,1%;10,6%;67,0%;12,1%;4,2%;73,9%;10,2%;15,9%;14,0%;25,8%;60,2%;1,4;1,7;1,7;1,5;1,2;;;;1,2;;1,2;;;1,3;0,2;
WK030731;1047;wijk;"Amersfoort; Wijk 31 Vathorst-De Laak";;289;3;1408;;2800;3,0%;5,0%;57,9%;22,0%;12,2%;62,3%;30,7%;7,1%;25,0%;27,9%;47,1%;1,3;1,8;1,7;1,6;1,1;;;;1,1;0,6;0,9;;;1,4;0,8;
WK030800;1048;wijk;"Baarn; Wijk 00 Baarn";;328;2;1988;;5500;11,7%;20,9%;37,6%;29,8%;0,0%;64,1%;24,5%;11,4%;37,4%;33,2%;29,3%;1,2;1,7;1,5;1,4;0,9;;;0,9;0,9;0,6;;1,1;1,0;1,1;0,8;
WK030801;1049;wijk;"Baarn; Wijk 01 Baarn-Noord, Eemdal en Eemland";;260;2;1519;;4600;3,6%;8,9%;59,6%;27,4%;0,6%;61,1%;32,1%;6,8%;35,8%;33,0%;31,2%;1,2;2,0;1,7;1,4;0,9;;;0,7;1,0;0,6;0,7;1,6;1,3;1,0;1,0;
WK030802;1050;wijk;"Baarn; Wijk 02 P.H.W.park";;700;4;818;;800;46,1%;12,8%;7,8%;33,3%;0,0%;85,1%;2,1%;12,8%;35,9%;34,5%;29,6%;1,5;1,9;1,9;1,5;1,0;;;;;0,4;;1,7;;;0,3;
WK030804;1051;wijk;"Baarn; Wijk 04 Buitengebied";;463;5;159;;300;29,2%;10,4%;10,4%;50,0%;0,0%;17,4%;15,2%;67,4%;31,5%;22,2%;46,3%;0,8;2,8;;;;;;;;0,2;;0,9;0,3;0,3;0,1;
WK030805;1052;wijk;"Baarn; Wijk 05 Lage Vuursche";;493;5;85;;200;35,0%;30,0%;35,0%;0,0%;0,0%;60,0%;20,0%;20,0%;27,3%;40,9%;31,8%;1,7;2,8;1,5;1,6;;;;;0,8;;;;2,1;;;
WK031001;1053;wijk;"De Bilt; Westbroek";;471;5;99;;500;43,7%;23,0%;28,7%;4,6%;0,0%;80,0%;10,6%;9,4%;23,0%;37,9%;39,1%;1,8;2,1;2,0;1,6;;;;;1,4;0,7;;1,8;;1,4;;
WK031002;1054;wijk;"De Bilt; Hollandsche Rading";;500;5;184;;700;32,4%;39,6%;26,1%;1,8%;0,0%;86,4%;9,1%;4,5%;30,4%;37,0%;32,6%;1,6;2,0;1,7;1,7;;;;1,2;1,2;0,4;;1,4;0,8;;;
WK031003;1055;wijk;"De Bilt; Maartensdijk";;297;4;615;;2100;10,3%;11,8%;60,8%;17,2%;0,0%;64,4%;30,0%;5,7%;30,4%;36,3%;33,3%;1,4;2,1;1,7;1,5;0,8;;;1,3;1,1;0,6;;1,9;2,0;1,3;;
WK031004;1056;wijk;"De Bilt; Groenekan";;553;5;252;;700;39,4%;38,0%;19,0%;3,6%;0,0%;86,9%;3,6%;9,5%;18,8%;35,5%;45,7%;1,8;2,0;1,7;1,6;;;;;1,1;;;2,0;1,7;;;
WK031005;1057;wijk;"De Bilt; De Leijen";;288;2;1518;;2400;1,3%;3,7%;61,4%;30,8%;2,8%;44,9%;48,8%;6,3%;39,5%;33,0%;27,4%;1,0;1,7;1,4;1,3;0,9;;;;1,1;0,6;0,1;;;1,3;0,5;
WK031006;1058;wijk;"De Bilt; Bilthoven Noord";;832;4;746;;2100;47,5%;26,3%;8,0%;14,0%;4,3%;83,5%;0,0%;16,5%;27,9%;35,6%;36,5%;1,6;2,0;1,7;1,5;1,1;0,8;;;;;;1,1;1,2;0,9;0,4;0,7
WK031007;1059;wijk;"De Bilt; Bilthoven Zuid Oost";;415;3;1172;;2200;9,8%;10,9%;34,7%;24,9%;19,8%;61,3%;16,2%;22,4%;41,8%;31,1%;27,1%;1,1;1,7;1,6;1,4;1,0;0,9;;;1,1;0,1;;1,3;;0,9;0,6;0,7
WK031008;1060;wijk;"De Bilt; Bilthoven Zuid West";;299;2;1800;;3700;3,9%;9,8%;36,9%;35,7%;13,7%;45,0%;50,2%;4,7%;38,5%;30,6%;30,9%;1,0;1,7;1,6;1,3;1,1;;;0,6;1,0;0,7;0,7;0,8;;0,8;0,8;
WK031009;1061;wijk;"De Bilt; De Bilt West";;357;2;1704;;2700;6,0%;13,6%;47,4%;23,8%;9,2%;66,8%;25,0%;8,2%;35,3%;31,0%;33,8%;1,1;1,7;1,4;1,4;0,9;0,9;;;0,9;0,5;;;0,9;0,7;0,6;0,7
WK031010;1062;wijk;"De Bilt; De Bilt Oost";;276;2;1660;;2200;5,5%;4,6%;43,6%;38,6%;7,8%;57,8%;24,7%;17,6%;40,5%;29,5%;30,0%;1,1;2,3;1,6;1,3;0,9;1,0;;;0,8;0,7;0,6;1,7;0,8;0,7;0,7;
WK031200;1063;wijk;"Bunnik; Wijk 00 Bunnik";;365;4;729;;2900;8,9%;19,6%;56,2%;15,2%;0,0%;75,2%;16,9%;7,9%;28,7%;35,5%;35,8%;1,1;1,8;1,3;1,2;0,8;;;0,5;0,8;0,5;;1,4;1,2;0,8;0,5;
WK031201;1064;wijk;"Bunnik; Wijk 01 Odijk";;325;4;731;;2400;9,7%;9,9%;63,9%;16,6%;0,0%;74,4%;16,6%;9,0%;28,5%;35,8%;35,6%;1,3;1,8;1,6;1,4;1,0;;;0,6;1,0;0,5;;;0,9;1,3;0,8;
WK031202;1065;wijk;"Bunnik; Wijk 02 Werkhoven";;342;5;262;;1000;25,5%;17,7%;52,6%;4,2%;0,0%;80,6%;9,9%;9,4%;23,3%;34,7%;42,0%;1,6;2,0;1,7;1,6;1,5;;0,8;;1,0;0,9;;1,9;1,5;1,3;0,3;
WK031300;1066;wijk;"Bunschoten; Wijk 00";;291;3;1181;;8300;8,8%;10,3%;62,3%;18,1%;0,5%;76,3%;13,9%;9,8%;23,8%;32,4%;43,8%;1,3;1,9;1,5;1,4;1,0;1,1;;0,6;0,9;0,7;;1,4;1,2;0,9;0,7;
WK031702;1067;wijk;"Eemnes; Eemnes";;344;4;937;;4000;11,1%;9,5%;69,9%;9,5%;0,0%;72,8%;22,3%;5,0%;29,4%;34,9%;35,8%;1,5;2,2;1,8;1,6;1,1;;;;1,0;0,7;;1,3;1,2;1,1;0,7;
WK032110;1068;wijk;"Houten; Houten Noord-West";;322;2;1761;;5800;5,6%;5,4%;71,7%;17,0%;0,3%;70,3%;25,1%;4,6%;26,0%;38,1%;35,9%;1,2;1,7;1,5;1,4;0,8;1,1;;;0,9;0,5;;1,4;1,1;1,1;0,8;
WK032111;1069;wijk;"Houten; Houten Noord-Oost";;260;2;1818;;4800;1,2%;2,2%;64,9%;30,1%;1,6%;48,6%;44,2%;7,2%;34,9%;35,3%;29,8%;1,0;1,8;1,5;1,4;1,0;;;;0,8;0,5;0,1;;;1,0;0,7;
WK032112;1070;wijk;"Houten; Houten Zuid-West";;339;2;1605;;4400;4,7%;4,5%;62,1%;22,3%;6,5%;75,8%;17,7%;6,5%;22,2%;27,9%;49,9%;1,3;1,8;1,8;1,5;1,0;1,0;;;1,0;0,6;0,6;0,7;;1,2;1,0;0,9
WK032113;1071;wijk;"Houten; Houten Zuid-Oost";;354;3;1386;;3700;6,5%;4,0%;73,1%;13,7%;2,7%;78,1%;13,5%;8,4%;20,7%;29,5%;49,8%;1,4;1,7;1,8;1,5;1,0;1,3;;;0,8;0,6;;;;1,4;0,3;0,8
WK032120;1072;wijk;"Houten; Houten Buitengebied";;529;4;667;;200;89,3%;10,7%;0,0%;0,0%;0,0%;78,6%;0,0%;21,4%;16,7%;33,3%;50,0%;2,0;2,2;;;;;;;;;;1,5;;;;
WK032130;1073;wijk;"Houten; 't Goy";;344;5;53;;200;38,7%;22,6%;38,7%;0,0%;0,0%;79,3%;20,7%;0,0%;25,8%;35,5%;38,7%;1,7;2,2;1,6;1,6;;;;;1,1;;;;;;;
WK032131;1074;wijk;"Houten; 't Goy Buitengebied";;461;5;125;;100;87,5%;12,5%;0,0%;0,0%;0,0%;82,4%;0,0%;17,6%;18,8%;25,0%;56,3%;2,0;1,9;;;;;;;;;;2,3;;;;
WK032140;1075;wijk;"Houten; Tull en 't Waal";;385;5;61;;300;52,2%;23,9%;23,9%;0,0%;0,0%;79,2%;14,6%;6,3%;18,8%;47,9%;33,3%;1,8;2,0;2,0;1,6;;;;;1,2;;;1,1;;;;
WK032141;1076;wijk;"Houten; Tull en 't Waal Buitengebied";;;5;40;;100;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;2,0;2,4;;;;;;;;;;;;;;
WK032150;1077;wijk;"Houten; Schalkwijk";;325;5;149;;700;28,9%;15,6%;49,2%;6,3%;0,0%;73,4%;17,2%;9,4%;27,7%;32,3%;40,0%;1,5;2,1;1,6;1,5;1,4;;;;0,9;;;1,4;;;0,7;
WK032151;1078;wijk;"Houten; Schalkwijk Buitengebied";;474;5;84;;200;87,5%;12,5%;0,0%;0,0%;0,0%;90,3%;0,0%;9,7%;15,6%;40,6%;43,8%;1,9;2,0;1,7;;;;;;;;;1,3;;;;
WK032700;1079;wijk;"Leusden; Wijk 00 Leusden-Centrum Oost";;281;3;1455;;3900;9,0%;4,3%;63,9%;22,1%;0,8%;69,9%;20,1%;10,0%;30,9%;39,0%;30,1%;1,2;1,6;1,7;1,4;1,0;0,8;;;0,8;0,5;;1,7;;1,2;0,9;0,7
WK032701;1080;wijk;"Leusden; Wijk 01 Leusden-Centrum West";;300;2;1622;;4300;6,2%;9,7%;66,5%;15,9%;1,6%;71,3%;18,6%;10,1%;29,5%;37,2%;33,3%;1,3;1,8;1,6;1,5;0,9;1,3;;1,1;1,1;0,6;0,9;1,3;1,1;1,2;0,6;
WK032702;1081;wijk;"Leusden; Wijk 02 Leusden-Zuid";;416;4;654;;1900;27,6%;20,5%;41,8%;10,0%;0,0%;81,5%;13,2%;5,3%;20,3%;34,2%;45,5%;1,6;1,9;1,7;1,5;1,1;;;0,9;1,1;0,8;;1,8;1,2;1,2;;
WK032703;1082;wijk;"Leusden; Wijk 03 Achterveld";;370;5;294;;1100;31,8%;17,1%;40,3%;10,9%;0,0%;73,6%;20,2%;6,3%;29,2%;37,3%;33,5%;1,5;2,0;1,7;1,6;1,1;;;1,1;0,9;0,6;;1,9;1,7;1,0;1,0;
WK032704;1083;wijk;"Leusden; Wijk 04 Stoutenburg";;500;5;231;;200;52,0%;48,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;16,0%;28,0%;56,0%;2,0;2,2;1,9;;;;;;;;;;;;;
WK032705;1084;wijk;"Leusden; Wijk 05 't Ruige Veld";;285;3;1301;;1600;6,9%;5,3%;60,7%;25,2%;1,9%;58,6%;39,5%;1,9%;33,3%;34,3%;32,4%;1,3;2,0;2,0;1,5;1,0;1,0;;;1,1;0,6;0,5;;;1,4;;
WK033100;1085;wijk;"Lopik; Wijk 00 Lopik, Benschop en Polsbroek";;291;5;363;;5600;28,6%;12,0%;49,4%;10,1%;0,0%;74,9%;17,8%;7,3%;24,6%;33,9%;41,4%;1,6;2,1;1,8;1,6;1,1;;;1,3;1,1;0,5;;1,4;1,3;1,2;0,6;
WK033500;1086;wijk;"Montfoort; Wijk 00";;274;4;956;;3400;9,3%;4,3%;70,3%;16,1%;0,0%;71,0%;18,1%;10,9%;29,5%;34,7%;35,8%;1,3;1,6;1,6;1,5;1,0;;;;1,0;0,5;;1,3;1,3;1,0;0,8;
WK033501;1087;wijk;"Montfoort; Wijk 01 Linschoten";;312;5;448;;2000;23,7%;8,2%;60,1%;8,0%;0,0%;81,9%;14,0%;4,1%;22,4%;35,3%;42,3%;1,5;2,0;1,6;1,5;1,0;;;;1,0;0,5;;1,6;;1,0;;
WK033502;1088;wijk;"Montfoort; Wijk 02 Willeskop";;387;5;239;;300;60,8%;21,6%;9,8%;7,8%;0,0%;82,4%;9,8%;7,8%;19,6%;41,2%;39,2%;1,8;2,2;2,0;1,2;;;;;;0,5;;0,9;;;;
WK033900;1089;wijk;"Renswoude; Wijk 00";;304;4;514;;2100;24,5%;12,3%;53,2%;10,0%;0,0%;75,4%;0,0%;24,6%;23,9%;34,1%;42,0%;1,6;2,0;1,8;1,6;1,2;;;;;;;1,4;1,3;1,1;0,9;
WK034000;1090;wijk;"Rhenen; Wijk 00 Rhenen";;213;3;1315;;600;7,2%;5,4%;44,1%;43,2%;0,0%;44,5%;28,2%;27,3%;49,1%;29,5%;21,4%;1,1;2,2;1,5;1,4;1,1;;;;0,8;0,6;;;;1,3;0,8;
WK034001;1091;wijk;"Rhenen; Wijk 01 Rhenen Oost";;302;3;1176;;1500;17,1%;25,0%;39,4%;13,4%;5,1%;75,3%;18,2%;6,5%;25,7%;39,0%;35,3%;1,3;1,6;1,5;1,5;0,9;1,0;;;1,1;0,6;;1,6;0,7;1,3;0,8;
WK034002;1092;wijk;"Rhenen; Wijk 02 Rhenen West";;217;3;1282;;1200;3,3%;7,9%;67,4%;14,6%;6,7%;56,1%;37,7%;6,3%;32,5%;35,4%;32,1%;1,2;1,7;1,5;1,5;1,2;;;;1,0;0,6;0,5;;;1,1;;
WK034003;1093;wijk;"Rhenen; Wijk 03 Rhenen Noord";;241;3;1334;;1700;11,3%;15,0%;43,9%;23,0%;6,7%;45,4%;52,1%;2,5%;32,5%;35,6%;31,9%;1,2;1,8;1,7;1,6;;1,0;;1,3;1,0;0,8;1,1;1,3;;;;
WK034004;1094;wijk;"Rhenen; Wijk 04 Grebbeberg";;;5;298;;100;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;0,0%;100,0%;0,0%;1,4;1,6;;;;;;;;;;;;;;
WK034005;1095;wijk;"Rhenen; Wijk 05 Randzone";;424;4;597;;500;48,1%;7,4%;12,3%;0,0%;32,1%;90,2%;0,0%;9,8%;24,4%;37,8%;37,8%;1,7;2,4;2,0;1,3;;1,0;;;;;;1,8;;;;
WK034006;1096;wijk;"Rhenen; Wijk 06 Binnenveld";;427;5;98;;300;100,0%;0,0%;0,0%;0,0%;0,0%;85,4%;0,0%;14,6%;14,9%;23,4%;61,7%;2,2;2,4;;;;;;;;;;2,1;;;;
WK034007;1097;wijk;"Rhenen; Wijk 07 Achterberg";;340;5;261;;600;27,7%;22,3%;43,8%;6,3%;0,0%;84,8%;8,9%;6,3%;17,9%;32,1%;50,0%;1,7;2,0;1,9;1,6;1,0;;;;0,8;;;2,1;;1,7;;
WK034008;1098;wijk;"Rhenen; Wijk 08 Uiterwaarden Rhenen";;482;4;714;;100;55,6%;11,1%;0,0%;33,3%;0,0%;100,0%;0,0%;0,0%;26,3%;47,4%;26,3%;1,7;2,1;1,0;;1,2;;;;;;;;;;;
WK034009;1099;wijk;"Rhenen; Wijk 09 Remmerden";;;5;72;;100;100,0%;0,0%;0,0%;0,0%;0,0%;50,0%;0,0%;50,0%;60,0%;0,0%;40,0%;2,0;3,2;;;;;;;;;;;;;;
WK034010;1100;wijk;"Rhenen; Wijk 10 Heuvelrug Rhenen";;;5;110;;100;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;;;;3,4;4,0;;;;;;;;;;;;;;
WK034011;1101;wijk;"Rhenen; Wijk 11 Heuvelrug Elst";;;5;319;;100;100,0%;0,0%;0,0%;0,0%;0,0%;100,0%;0,0%;0,0%;;;;2,1;2,5;;;;;;;;;;;;;;
WK034013;1103;wijk;"Rhenen; Wijk 13 Elst";;305;5;486;;1800;30,9%;19,5%;46,2%;3,4%;0,0%;71,5%;24,2%;4,3%;23,0%;36,6%;40,3%;1,6;2,0;1,7;1,6;;;;1,2;1,1;0,7;;1,5;1,9;0,9;1,1;
WK034201;1104;wijk;"Soest; Wijk 01 't Hart-Soestdijk";;362;3;1499;;4100;18,5%;22,7%;33,4%;23,5%;2,0%;72,3%;15,0%;12,7%;32,4%;35,5%;32,1%;1,4;1,8;1,7;1,5;1,1;;;;1,1;0,5;;1,6;1,2;1,1;0,7;0,5
WK034202;1105;wijk;"Soest; Wijk 02 Klaarwater";;206;2;2458;;1700;2,1%;4,5%;36,3%;14,4%;42,6%;54,7%;27,5%;17,8%;45,9%;30,3%;23,7%;1,0;2,0;1,8;1,5;0,8;1,1;;;0,9;0,8;0,6;;;0,9;;0,7
WK034203;1106;wijk;"Soest; Wijk 03 Boerenstreek";;353;3;1311;;1000;10,9%;6,6%;67,2%;15,3%;0,0%;78,5%;17,1%;4,4%;19,2%;33,0%;47,8%;1,6;2,0;1,9;1,7;1,2;;;;1,3;0,6;;;;;0,7;
WK034204;1107;wijk;"Soest; Wijk 04 de Eng-Soest-Midden";;299;3;1465;;2900;14,3%;18,7%;13,4%;40,9%;12,7%;56,6%;32,6%;10,8%;39,6%;32,4%;28,0%;1,2;1,9;1,7;1,6;1,1;0,9;;1,0;1,0;0,7;0,8;1,2;1,1;2,3;0,9;0,1
