code,nr,gebied,gebiednaam,provincie,WOZ,stedelijkheid,OAD,ligging,abw_totaal,abw_vrijst,abw_tweekap,abw_rijwoni,abw_meergez_laagb,abw_meergez_hoogb,abw_koop,abw_soc_huur,abw_part_huur,abw_1_pers,abw_2_pers,abw_3_pers,aapbw_totaal,aapbw_koop_vrijst,aapbw_koop_tweekap,aapbw_koop_rijwoni,aapbw_koop_meergez_laagb,aapbw_koop_meergez_hoogb,aapbw_soc_huur_vrijst,aapbw_soc_huur_tweekap,aapbw_soc_huur_rijwoni,aapbw_soc_huur_meergez_laagb,aapbw_soc_huur_meergez_hoogb,aapbw_part_huur_vrijst,aapbw_part_huur_tweekap,aapbw_part_huur_rijwoni,aapbw_part_meergez_laagb,aapbw_part_meergez_hoogb
GM0088,17,gemeente,Schiermonnikoog,,256,5,317,,485.0,0.361,0.402,0.134,0.062,0.062,0.515,0.289,0.113,0.443,0.351,0.206,0.8,1.1,0.9,1.2,0.0,0.0,,0.6,0.3,0.4,0.4,0.6,0.7,,0.0,0.0
GM0090,18,gemeente,Smallingerland,,180,3,1340,,25150.0,0.227,0.134,0.441,0.192,0.192,0.599,0.310,0.081,0.359,0.341,0.300,1.2,1.8,1.5,1.4,0.9,0.9,0.9,1.0,0.8,0.4,0.4,1.9,1.0,0.9,0.5,0.5
GM0093,19,gemeente,Terschelling,,322,5,250,,2155.0,0.439,0.174,0.274,0.088,0.088,0.610,0.197,0.148,0.350,0.369,0.281,1.3,1.6,1.3,1.3,1.5,1.5,,1.0,0.8,0.8,0.8,1.2,1.2,0.9,0.5,0.5
GM0096,20,gemeente,Vlieland,,268,5,208,,525.0,0.219,0.190,0.457,0.114,0.114,0.381,0.352,0.200,0.381,0.362,0.257,0.9,1.4,1.4,1.1,0.0,0.0,,0.8,0.7,0.3,0.3,1.0,0.8,0.6,0.5,0.5
GM0098,21,gemeente,Weststellingwerf,,197,4,681,,11385.0,0.435,0.155,0.303,0.096,0.096,0.640,0.275,0.061,0.317,0.376,0.307,1.4,1.8,1.5,1.4,0.9,0.9,0.6,1.1,0.9,0.5,0.5,1.2,1.1,1.0,0.6,0.6
GM0106,22,gemeente,Assen,,184,2,1562,,31385.0,0.110,0.136,0.478,0.271,0.271,0.593,0.277,0.116,0.380,0.335,0.285,1.1,1.7,1.5,1.3,0.9,0.9,1.0,0.8,0.7,0.4,0.4,2.0,1.2,1.0,0.5,0.5
GM0109,23,gemeente,Coevorden,,197,5,497,,15420.0,0.371,0.220,0.274,0.111,0.111,0.680,0.227,0.058,0.308,0.383,0.309,1.4,1.9,1.6,1.4,1.0,1.0,1.1,1.0,0.8,0.4,0.4,1.5,1.1,1.0,0.6,0.6
GM0114,24,gemeente,Emmen,,163,4,852,,48045.0,0.253,0.169,0.387,0.186,0.186,0.625,0.282,0.084,0.333,0.364,0.303,1.3,1.8,1.7,1.4,1.0,1.0,1.2,1.0,0.7,0.5,0.5,1.8,1.1,1.0,0.6,0.6
GM0118,25,gemeente,Hoogeveen,,177,3,1199,,24405.0,0.192,0.151,0.424,0.225,0.225,0.622,0.282,0.080,0.340,0.348,0.312,1.2,1.9,1.6,1.4,1.0,1.0,1.0,1.1,0.8,0.5,0.5,1.3,1.2,1.0,0.6,0.6
GM0119,26,gemeente,Meppel,,200,3,1275,,15395.0,0.144,0.144,0.470,0.237,0.237,0.581,0.310,0.097,0.358,0.347,0.296,1.2,1.7,1.5,1.4,1.0,1.0,,0.9,0.8,0.5,0.5,1.5,1.3,1.1,0.4,0.4
GM0141,27,gemeente,Almelo,,168,2,1590,,32375.0,0.131,0.114,0.491,0.259,0.259,0.550,0.346,0.094,0.350,0.328,0.322,1.1,1.8,1.5,1.4,1.0,1.0,0.5,1.0,0.7,0.5,0.5,1.7,1.0,0.9,0.5,0.5
GM0147,28,gemeente,Borne,,243,3,1228,,9665.0,0.189,0.220,0.459,0.129,0.129,0.697,0.228,0.073,0.269,0.375,0.356,1.3,1.8,1.5,1.5,1.0,1.0,1.0,0.9,0.9,0.5,0.5,1.4,1.2,1.1,0.5,0.5
GM0148,29,gemeente,Dalfsen,,283,4,504,,11545.0,0.386,0.215,0.304,0.090,0.090,0.743,0.173,0.075,0.264,0.369,0.367,1.5,1.9,1.7,1.5,1.1,1.1,,0.9,0.9,0.5,0.5,1.4,1.2,1.0,0.7,0.7
GM0150,30,gemeente,Deventer,,206,2,1823,,44975.0,0.101,0.080,0.512,0.301,0.301,0.554,0.298,0.133,0.357,0.333,0.311,1.1,1.8,1.5,1.3,1.0,1.0,0.7,0.9,0.7,0.4,0.4,1.4,1.1,0.9,0.6,0.6
GM0153,31,gemeente,Enschede,,181,2,2157,,72425.0,0.087,0.131,0.436,0.342,0.342,0.490,0.375,0.125,0.382,0.319,0.299,1.0,1.8,1.4,1.4,1.0,1.0,0.8,0.8,0.8,0.5,0.5,1.4,0.8,0.8,0.4,0.4
GM0158,32,gemeente,Haaksbergen,,235,3,1036,,10225.0,0.248,0.212,0.394,0.127,0.127,0.679,0.216,0.082,0.294,0.364,0.342,1.4,1.9,1.6,1.5,1.1,1.1,,1.0,0.9,0.4,0.4,1.5,1.3,1.0,0.4,0.4
GM0160,33,gemeente,Hardenberg,,217,4,556,,24195.0,0.334,0.178,0.358,0.122,0.122,0.700,0.211,0.072,0.274,0.349,0.377,1.5,2.0,1.7,1.5,1.0,1.0,1.5,0.9,0.9,0.5,0.5,1.5,1.3,1.2,0.9,0.9
GM0163,34,gemeente,Hellendoorn,,242,4,811,,14560.0,0.289,0.181,0.400,0.124,0.124,0.724,0.215,0.053,0.268,0.365,0.366,1.4,1.8,1.6,1.5,1.0,1.0,0.4,0.9,0.9,0.5,0.5,1.4,1.2,1.0,0.9,0.9
GM0164,35,gemeente,Hengelo,,186,2,1838,,37325.0,0.123,0.148,0.449,0.276,0.276,0.572,0.316,0.108,0.373,0.334,0.292,1.1,1.7,1.4,1.4,1.0,1.0,1.0,0.8,0.8,0.5,0.5,1.3,0.8,0.9,0.6,0.6
GM0166,36,gemeente,Kampen,,216,3,1467,,22095.0,0.115,0.106,0.553,0.215,0.215,0.627,0.254,0.096,0.305,0.331,0.364,1.2,1.9,1.6,1.3,1.0,1.0,,0.9,0.8,0.5,0.5,1.6,1.0,0.9,0.6,0.6
GM0168,37,gemeente,Losser,,229,4,742,,9445.0,0.303,0.217,0.376,0.101,0.101,0.690,0.201,0.102,0.272,0.377,0.351,1.4,1.8,1.6,1.5,1.1,1.1,0.2,0.9,0.9,0.6,0.6,1.3,1.1,1.0,0.5,0.5
GM0171,38,gemeente,Noordoostpolder,,197,4,741,,19180.0,0.193,0.125,0.563,0.117,0.117,0.670,0.249,0.075,0.292,0.352,0.356,1.4,2.1,1.7,1.5,1.0,1.0,,0.9,0.9,0.5,0.5,1.7,1.2,1.0,0.4,0.4
GM0173,39,gemeente,Oldenzaal,,228,3,1471,,14130.0,0.149,0.110,0.536,0.203,0.203,0.625,0.294,0.078,0.340,0.347,0.313,1.2,1.7,1.5,1.4,0.9,0.9,0.6,0.7,0.8,0.5,0.5,1.3,1.1,0.9,0.7,0.7
GM0175,40,gemeente,Ommen,,254,4,502,,7380.0,0.377,0.157,0.295,0.138,0.138,0.690,0.179,0.096,0.287,0.367,0.346,1.4,1.9,1.6,1.5,0.9,0.9,1.1,1.2,0.9,0.5,0.5,1.5,1.1,1.2,0.9,0.9
GM0177,41,gemeente,Raalte,,245,4,663,,15640.0,0.294,0.181,0.410,0.099,0.099,0.683,0.235,0.062,0.277,0.377,0.346,1.4,1.8,1.6,1.5,0.9,0.9,,1.1,0.9,0.5,0.5,1.4,1.2,1.2,0.6,0.6
GM0180,42,gemeente,Staphorst,,264,5,356,,5890.0,0.478,0.217,0.217,0.054,0.054,0.743,0.109,0.105,0.235,0.307,0.458,1.7,2.1,1.8,1.7,1.3,1.3,,1.0,1.0,0.5,0.5,1.5,1.4,1.5,0.6,0.6
GM0183,43,gemeente,Tubbergen,,269,5,289,,8120.0,0.534,0.203,0.174,0.086,0.086,0.721,0.127,0.136,0.249,0.331,0.420,1.6,1.9,1.7,1.6,1.3,1.3,,1.1,0.9,0.6,0.6,1.6,1.4,1.2,0.7,0.7
GM0184,44,gemeente,Urk,,223,3,1073,,6415.0,0.088,0.150,0.622,0.132,0.132,0.771,0.143,0.069,0.206,0.239,0.555,1.2,1.6,1.4,1.3,0.9,0.9,,0.8,0.9,0.4,0.4,1.4,1.0,1.1,0.4,0.4
GM0189,45,gemeente,Wierden,,259,4,709,,9545.0,0.340,0.226,0.320,0.105,0.105,0.723,0.174,0.082,0.244,0.360,0.396,1.5,2.0,1.6,1.5,1.1,1.1,,0.9,0.9,0.6,0.6,1.4,1.2,1.3,0.9,0.9
GM0193,46,gemeente,Zwolle,,232,2,2042,,57335.0,0.057,0.047,0.558,0.331,0.331,0.532,0.327,0.129,0.368,0.321,0.311,1.0,1.7,1.5,1.3,1.0,1.0,1.0,0.8,0.8,0.4,0.4,1.3,0.9,0.9,0.6,0.6
GM0197,47,gemeente,Aalten,,206,4,776,,11690.0,0.296,0.193,0.377,0.127,0.127,0.708,0.194,0.087,0.308,0.367,0.325,1.3,1.7,1.5,1.3,1.0,1.0,,0.8,0.8,0.4,0.4,1.2,1.1,1.0,0.5,0.5
GM0200,48,gemeente,Apeldoorn,,243,2,1745,,71350.0,0.175,0.107,0.434,0.275,0.275,0.602,0.284,0.101,0.335,0.352,0.314,1.2,1.8,1.6,1.4,1.0,1.0,0.6,1.0,0.8,0.5,0.5,1.6,1.2,1.0,0.6,0.6
GM0202,49,gemeente,Arnhem,,204,2,2205,,74220.0,0.031,0.048,0.459,0.457,0.457,0.439,0.357,0.188,0.407,0.303,0.290,1.0,1.7,1.6,1.4,1.0,1.0,1.1,0.7,0.7,0.5,0.5,1.8,1.1,1.1,0.6,0.6
GM0203,50,gemeente,Barneveld,,294,4,876,,22070.0,0.238,0.113,0.473,0.169,0.169,0.677,0.193,0.119,0.268,0.321,0.412,1.5,2.1,1.8,1.6,1.0,1.0,0.9,1.3,1.0,0.5,0.5,1.6,1.4,1.2,0.6,0.6
GM0209,51,gemeente,Beuningen,,251,4,996,,11035.0,0.196,0.139,0.513,0.143,0.143,0.689,0.226,0.071,0.274,0.374,0.353,1.4,1.9,1.7,1.5,1.0,1.0,,1.0,0.9,0.6,0.6,1.7,1.3,1.1,0.7,0.7
GM0213,52,gemeente,Brummen,,255,4,763,,9095.0,0.251,0.172,0.473,0.100,0.100,0.620,0.317,0.058,0.292,0.399,0.310,1.4,1.8,1.7,1.5,1.1,1.1,,1.2,1.0,0.4,0.4,1.4,1.3,1.1,0.5,0.5
GM0214,53,gemeente,Buren,,301,5,288,,10710.0,0.396,0.163,0.365,0.049,0.049,0.728,0.195,0.045,0.233,0.391,0.376,1.7,2.1,1.8,1.7,1.3,1.3,,0.9,1.0,0.7,0.7,1.8,1.1,1.2,1.4,1.4
GM0216,54,gemeente,Culemborg,,235,3,1463,,12355.0,0.081,0.083,0.597,0.228,0.228,0.629,0.267,0.084,0.316,0.339,0.345,1.2,1.8,1.6,1.4,1.0,1.0,,0.8,0.9,0.5,0.5,1.9,1.1,1.1,0.5,0.5
GM0221,55,gemeente,Doesburg,,198,4,860,,5135.0,0.084,0.090,0.614,0.206,0.206,0.528,0.391,0.073,0.348,0.373,0.279,1.2,1.8,1.6,1.5,1.1,1.1,,0.9,0.9,0.5,0.5,1.7,,0.9,0.7,0.7
GM0222,56,gemeente,Doetinchem,,208,3,1137,,25465.0,0.178,0.137,0.460,0.221,0.221,0.601,0.296,0.099,0.335,0.351,0.314,1.2,1.7,1.6,1.4,1.1,1.1,1.0,1.0,0.8,0.5,0.5,1.6,1.1,1.1,0.6,0.6
GM0225,57,gemeente,Druten,,238,4,805,,7875.0,0.230,0.150,0.465,0.149,0.149,0.655,0.241,0.095,0.269,0.371,0.359,1.4,1.9,1.7,1.6,1.0,1.0,,1.0,0.9,0.5,0.5,1.3,1.3,1.2,0.6,0.6
GM0226,58,gemeente,Duiven,,223,3,1157,,10580.0,0.139,0.104,0.629,0.127,0.127,0.670,0.267,0.060,0.270,0.372,0.358,1.3,1.9,1.7,1.5,1.0,1.0,,0.9,0.9,0.5,0.5,1.5,1.7,1.2,0.8,0.8
GM0228,59,gemeente,Ede,,263,2,1553,,47155.0,0.188,0.100,0.425,0.282,0.282,0.662,0.210,0.115,0.302,0.336,0.362,1.3,2.0,1.6,1.4,1.0,1.0,0.6,0.9,0.9,0.5,0.5,1.6,1.2,1.2,0.7,0.7
GM0230,60,gemeente,Elburg,,250,4,671,,9150.0,0.219,0.130,0.535,0.110,0.110,0.644,0.267,0.079,0.268,0.348,0.384,1.4,1.9,1.7,1.5,1.2,1.2,,1.0,1.0,0.5,0.5,1.5,1.3,1.1,0.6,0.6
GM0232,61,gemeente,Epe,,287,4,747,,14120.0,0.334,0.099,0.388,0.172,0.172,0.644,0.277,0.068,0.297,0.376,0.326,1.4,1.9,1.7,1.4,1.0,1.0,,1.1,1.0,0.6,0.6,1.5,1.2,1.1,0.7,0.7
GM0233,62,gemeente,Ermelo,,297,4,896,,11015.0,0.236,0.120,0.422,0.191,0.191,0.617,0.246,0.096,0.312,0.351,0.337,1.3,1.9,1.6,1.5,1.0,1.0,,1.1,1.0,0.6,0.6,1.4,1.1,1.0,0.7,0.7
GM0243,63,gemeente,Harderwijk,,258,2,1530,,20035.0,0.089,0.061,0.544,0.290,0.290,0.576,0.286,0.095,0.306,0.333,0.361,1.2,1.9,1.6,1.5,1.0,1.0,,1.0,0.9,0.5,0.5,1.3,1.5,1.2,0.8,0.8
GM0244,64,gemeente,Hattem,,282,4,831,,5110.0,0.270,0.127,0.461,0.139,0.139,0.670,0.265,0.057,0.292,0.360,0.347,1.3,1.7,1.6,1.4,1.0,1.0,1.0,1.1,1.0,0.5,0.5,1.1,0.9,0.8,0.7,0.7
GM0246,65,gemeente,Heerde,,275,4,611,,7700.0,0.418,0.157,0.305,0.116,0.116,0.687,0.238,0.065,0.261,0.391,0.348,1.4,1.8,1.7,1.5,0.9,0.9,0.5,1.1,1.0,0.4,0.4,1.4,1.1,1.1,1.0,1.0
GM0252,66,gemeente,Heumen,,280,4,798,,7070.0,0.243,0.157,0.436,0.161,0.161,0.709,0.188,0.079,0.294,0.372,0.334,1.3,1.8,1.6,1.4,1.0,1.0,0.6,0.9,1.0,0.6,0.6,1.4,1.1,1.0,0.7,0.7
GM0262,67,gemeente,Lochem,,303,4,588,,14745.0,0.379,0.157,0.334,0.112,0.112,0.694,0.188,0.094,0.302,0.397,0.300,1.4,1.8,1.6,1.5,1.1,1.1,1.1,0.9,0.9,0.6,0.6,1.4,1.2,1.0,0.7,0.7
GM0263,68,gemeente,Maasdriel,,271,5,487,,9905.0,0.354,0.171,0.387,0.073,0.073,0.701,0.210,0.069,0.247,0.367,0.385,1.6,2.0,1.8,1.6,1.3,1.3,1.6,1.0,1.0,0.6,0.6,1.5,1.0,1.2,1.0,1.0
GM0267,69,gemeente,Nijkerk,,307,3,1117,,17025.0,0.173,0.105,0.563,0.149,0.149,0.698,0.229,0.061,0.264,0.342,0.394,1.4,2.0,1.7,1.5,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.4,1.4,1.1,0.7,0.7
GM0268,70,gemeente,Nijmegen,,233,2,2401,,79795.0,0.029,0.039,0.496,0.430,0.430,0.434,0.396,0.154,0.398,0.313,0.288,0.9,1.7,1.4,1.3,1.0,1.0,1.4,0.8,0.8,0.5,0.5,2.2,1.0,1.0,0.6,0.6
GM0269,71,gemeente,Oldebroek,,262,4,641,,9095.0,0.342,0.167,0.405,0.080,0.080,0.684,0.231,0.073,0.239,0.358,0.404,1.4,1.9,1.6,1.5,1.2,1.2,,1.1,0.9,0.5,0.5,1.5,1.3,1.2,0.8,0.8
GM0273,72,gemeente,Putten,,330,4,902,,9465.0,0.320,0.156,0.388,0.120,0.120,0.663,0.218,0.096,0.257,0.361,0.382,1.5,1.9,1.7,1.5,0.9,0.9,,1.0,1.1,0.6,0.6,1.4,1.3,1.1,0.6,0.6
GM0274,73,gemeente,Renkum,,278,4,914,,14340.0,0.187,0.211,0.330,0.265,0.265,0.633,0.215,0.139,0.354,0.379,0.267,1.3,1.8,1.5,1.4,1.1,1.1,0.7,0.8,0.9,0.6,0.6,1.6,1.0,1.1,0.7,0.7
GM0275,74,gemeente,Rheden,,219,3,1451,,20385.0,0.101,0.201,0.454,0.241,0.241,0.555,0.295,0.135,0.376,0.355,0.269,1.1,1.8,1.5,1.4,1.0,1.0,1.3,0.8,0.8,0.5,0.5,1.4,1.0,1.0,0.5,0.5
GM0277,75,gemeente,Rozendaal,,492,4,941,,670.0,0.328,0.336,0.321,0.000,0.000,0.888,0.067,0.037,0.187,0.425,0.388,1.7,2.0,1.6,1.6,,,,0.8,1.0,,,1.5,,,,
GM0279,76,gemeente,Scherpenzeel,,277,4,921,,3880.0,0.164,0.175,0.524,0.134,0.134,0.726,0.177,0.090,0.269,0.347,0.383,1.4,1.9,1.7,1.6,1.1,1.1,,1.1,0.9,0.5,0.5,1.4,1.3,1.4,0.9,0.9
GM0281,77,gemeente,Tiel,,206,3,1418,,17785.0,0.093,0.083,0.568,0.243,0.243,0.564,0.347,0.073,0.321,0.335,0.344,1.2,1.9,1.6,1.5,1.1,1.1,1.0,1.1,1.0,0.6,0.6,1.6,1.1,1.0,0.7,0.7
GM0285,78,gemeente,Voorst,,299,4,583,,10085.0,0.367,0.174,0.338,0.113,0.113,0.676,0.240,0.066,0.264,0.397,0.340,1.4,1.8,1.6,1.5,1.1,1.1,,1.1,0.9,0.6,0.6,1.6,1.3,1.0,0.9,0.9
GM0289,79,gemeente,Wageningen,,225,2,2021,,17285.0,0.075,0.083,0.335,0.502,0.502,0.424,0.394,0.162,0.421,0.290,0.289,0.9,1.6,1.4,1.3,0.9,0.9,1.6,0.9,0.9,0.6,0.6,1.2,0.8,0.8,0.4,0.4
GM0293,80,gemeente,Westervoort,,201,3,1155,,6645.0,0.097,0.096,0.679,0.126,0.126,0.587,0.312,0.093,0.294,0.386,0.320,1.2,1.7,1.6,1.4,1.0,1.0,,1.0,0.9,0.5,0.5,1.4,0.9,1.1,0.7,0.7
GM0294,81,gemeente,Winterswijk,,192,3,1201,,12725.0,0.245,0.161,0.405,0.177,0.177,0.703,0.180,0.104,0.327,0.362,0.311,1.2,1.7,1.5,1.3,1.0,1.0,,0.5,0.6,0.4,0.4,1.3,1.1,0.9,0.7,0.7
GM0296,82,gemeente,Wijchen,,247,3,1232,,17680.0,0.173,0.123,0.533,0.166,0.166,0.676,0.252,0.064,0.297,0.364,0.339,1.3,1.9,1.6,1.5,1.1,1.1,,1.1,0.9,0.5,0.5,1.3,1.3,1.1,0.8,0.8
GM0297,83,gemeente,Zaltbommel,,252,4,684,,11280.0,0.280,0.128,0.477,0.107,0.107,0.671,0.239,0.079,0.263,0.352,0.385,1.5,2.0,1.8,1.5,1.2,1.2,,1.0,0.9,0.5,0.5,1.5,1.3,1.1,1.0,1.0
GM0299,84,gemeente,Zevenaar,,197,3,1043,,19550.0,0.171,0.126,0.538,0.163,0.163,0.634,0.290,0.069,0.317,0.380,0.303,1.3,1.8,1.6,1.4,1.0,1.0,0.9,1.0,0.9,0.5,0.5,1.4,1.1,1.0,0.7,0.7
GM0301,85,gemeente,Zutphen,,200,2,1643,,21775.0,0.068,0.082,0.542,0.295,0.295,0.560,0.315,0.110,0.376,0.338,0.286,1.1,1.7,1.5,1.3,1.0,1.0,1.0,0.7,0.8,0.5,0.5,1.4,1.0,0.9,0.6,0.6
GM0302,86,gemeente,Nunspeet,,286,4,790,,10900.0,0.272,0.160,0.416,0.122,0.122,0.635,0.237,0.090,0.278,0.345,0.376,1.4,1.9,1.7,1.5,1.0,1.0,1.1,1.2,1.0,0.6,0.6,1.4,1.2,1.0,0.7,0.7
GM0303,87,gemeente,Dronten,,218,4,767,,16915.0,0.216,0.104,0.552,0.111,0.111,0.670,0.254,0.057,0.268,0.373,0.359,1.4,1.9,1.7,1.6,1.1,1.1,,0.9,0.9,0.6,0.6,2.3,1.4,1.1,0.8,0.8
GM0307,88,gemeente,Amersfoort,,281,2,2298,,66410.0,0.039,0.063,0.545,0.348,0.348,0.587,0.293,0.113,0.330,0.316,0.354,1.1,1.8,1.6,1.4,1.0,1.0,0.7,0.8,0.9,0.5,0.5,2.0,1.2,1.1,0.7,0.7
GM0308,89,gemeente,Baarn,,329,2,1615,,11065.0,0.111,0.152,0.437,0.292,0.292,0.624,0.257,0.107,0.364,0.330,0.306,1.2,1.9,1.6,1.4,1.0,1.0,1.2,0.8,0.9,0.6,0.6,1.2,1.1,1.0,0.7,0.7
GM0310,90,gemeente,De Bilt,,395,3,1258,,18945.0,0.132,0.132,0.399,0.329,0.329,0.605,0.277,0.105,0.353,0.326,0.320,1.2,2.0,1.6,1.4,0.9,0.9,0.7,0.9,1.0,0.6,0.6,1.6,1.3,0.9,0.6,0.6
GM0312,91,gemeente,Bunnik,,346,4,659,,6210.0,0.117,0.155,0.585,0.140,0.140,0.753,0.156,0.085,0.277,0.355,0.367,1.3,1.9,1.5,1.3,0.9,0.9,0.7,0.5,0.9,0.6,0.6,1.5,1.2,1.1,0.7,0.7
GM0313,92,gemeente,Bunschoten,,291,3,1181,,8240.0,0.087,0.102,0.617,0.184,0.184,0.753,0.137,0.096,0.238,0.324,0.438,1.3,1.9,1.5,1.4,1.0,1.0,,0.6,0.9,0.7,0.7,1.4,1.2,0.9,0.7,0.7
GM0317,93,gemeente,Eemnes,,344,4,937,,3905.0,0.110,0.095,0.697,0.095,0.095,0.714,0.219,0.049,0.293,0.348,0.357,1.5,2.2,1.8,1.6,1.1,1.1,,,1.0,0.7,0.7,1.3,1.2,1.1,0.7,0.7
GM0321,94,gemeente,Houten,,321,2,1526,,20030.0,0.077,0.049,0.651,0.220,0.220,0.681,0.249,0.066,0.261,0.335,0.404,1.2,1.9,1.6,1.4,1.0,1.0,,1.0,0.9,0.5,0.5,1.3,1.4,1.1,0.6,0.6
GM0327,95,gemeente,Leusden,,317,3,1259,,12810.0,0.128,0.101,0.585,0.185,0.185,0.706,0.207,0.080,0.289,0.368,0.343,1.3,1.9,1.7,1.5,1.0,1.0,,1.0,1.0,0.6,0.6,1.7,1.4,1.2,0.8,0.8
GM0331,96,gemeente,Lopik,,291,5,363,,5535.0,0.285,0.119,0.492,0.100,0.100,0.744,0.177,0.072,0.247,0.340,0.415,1.6,2.1,1.8,1.6,1.1,1.1,,1.3,1.1,0.5,0.5,1.4,1.3,1.2,0.6,0.6
